year_iranian,year_western,area,sex,occupation,value,unit,source,country_iso3
1387,2008-2009,rural,Both,Total,6765876,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Both,"Legislators, Senior Officials and Managers",45301,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Both,Professionals,136402,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Both,Technicians and Associate Professionals,108486,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Both,Clerical and Administrative Workers,78453,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Both,Service Workers and Shop and Market Sales Workers,367339,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Both,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",3026597,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Both,Crafts and Related Trades Workers,966301,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Both,"Machinery Operators, Assemblers and Drivers",576718,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Both,Laborers,1379436,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Both,Other or Not Declared,80839,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Male,Total,5291735,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Male,"Legislators, Senior Officials and Managers",42407,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Male,Professionals,91178,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Male,Technicians and Associate Professionals,86128,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Male,Clerical and Administrative Workers,65350,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Male,Service Workers and Shop and Market Sales Workers,317382,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Male,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",2188740,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Male,Crafts and Related Trades Workers,606486,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Male,"Machinery Operators, Assemblers and Drivers",570776,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Male,Laborers,1244892,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Male,Other or Not Declared,78392,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Female,Total,1474140,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Female,"Legislators, Senior Officials and Managers",2893,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Female,Professionals,45223,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Female,Technicians and Associate Professionals,22358,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Female,Clerical and Administrative Workers,13103,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Female,Service Workers and Shop and Market Sales Workers,49957,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Female,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",837857,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Female,Crafts and Related Trades Workers,359815,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Female,"Machinery Operators, Assemblers and Drivers",5941,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Female,Laborers,134543,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1387,2008-2009,rural,Female,Other or Not Declared,2447,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Both,Total,21000704,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Both,"Legislators, Senior Officials and Managers",511513,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Both,Professionals,1661355,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Both,Technicians and Associate Professionals,1044794,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Both,Clerical and Administrative Workers,1083708,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Both,Service Workers and Shop and Market Sales Workers,2835984,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Both,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",3741107,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Both,Crafts and Related Trades Workers,3989891,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Both,"Machinery Operators, Assemblers and Drivers",2480257,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Both,Laborers,3138010,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Both,Other or Not Declared,514080,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Male,Total,17334085,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Male,"Legislators, Senior Officials and Managers",451148,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Male,Professionals,931672,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Male,Technicians and Associate Professionals,843615,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Male,Clerical and Administrative Workers,811581,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Male,Service Workers and Shop and Market Sales Workers,2482287,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Male,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",2739453,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Male,Crafts and Related Trades Workers,3177148,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Male,"Machinery Operators, Assemblers and Drivers",2450560,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Male,Laborers,2938632,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Male,Other or Not Declared,507986,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Female,Total,3666619,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Female,"Legislators, Senior Officials and Managers",60365,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Female,Professionals,729682,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Female,Technicians and Associate Professionals,201178,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Female,Clerical and Administrative Workers,272127,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Female,Service Workers and Shop and Market Sales Workers,353697,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Female,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",1001654,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Female,Crafts and Related Trades Workers,812743,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Female,"Machinery Operators, Assemblers and Drivers",29697,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Female,Laborers,199378,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,total,Female,Other or Not Declared,6094,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,urban,Both,Total,14320076,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,urban,Both,"Legislators, Senior Officials and Managers",474167,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
