province,age_group,residence,sex,population,source,country_iso3
Fars,55-59 Age Group,Total,Male,84152,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,55-59 Age Group,Total,Female,86391,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,55-59 Age Group,Urban,Both,120623,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,55-59 Age Group,Urban,Male,61054,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,55-59 Age Group,Urban,Female,59569,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,55-59 Age Group,Rural,Both,49406,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,55-59 Age Group,Rural,Male,22848,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,55-59 Age Group,Rural,Female,26558,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,55-59 Age Group,Unsettled,Both,514,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,55-59 Age Group,Unsettled,Male,250,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,55-59 Age Group,Unsettled,Female,264,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,60-64 Age Group,Total,Both,116862,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,60-64 Age Group,Total,Male,54739,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,60-64 Age Group,Total,Female,62123,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,60-64 Age Group,Urban,Both,80587,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,60-64 Age Group,Urban,Male,39405,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,60-64 Age Group,Urban,Female,41182,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,60-64 Age Group,Rural,Both,35906,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,60-64 Age Group,Rural,Male,15164,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,60-64 Age Group,Rural,Female,20742,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,60-64 Age Group,Unsettled,Both,369,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,60-64 Age Group,Unsettled,Male,170,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,60-64 Age Group,Unsettled,Female,199,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,65-69 Age Group,Total,Both,71042,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,65-69 Age Group,Total,Male,33181,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,65-69 Age Group,Total,Female,37861,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,65-69 Age Group,Urban,Both,49500,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,65-69 Age Group,Urban,Male,23815,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,65-69 Age Group,Urban,Female,25685,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,65-69 Age Group,Rural,Both,21307,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,65-69 Age Group,Rural,Male,9226,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,65-69 Age Group,Rural,Female,12081,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,65-69 Age Group,Unsettled,Both,235,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,65-69 Age Group,Unsettled,Male,140,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,65-69 Age Group,Unsettled,Female,95,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,70-74 Age Group,Total,Both,67087,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,70-74 Age Group,Total,Male,33715,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,70-74 Age Group,Total,Female,33372,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,70-74 Age Group,Urban,Both,44225,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,70-74 Age Group,Urban,Male,22046,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,70-74 Age Group,Urban,Female,22179,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,70-74 Age Group,Rural,Both,22655,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,70-74 Age Group,Rural,Male,11531,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,70-74 Age Group,Rural,Female,11124,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,70-74 Age Group,Unsettled,Both,207,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,70-74 Age Group,Unsettled,Male,138,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,70-74 Age Group,Unsettled,Female,69,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,75-79 Age Group,Total,Both,53923,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,75-79 Age Group,Total,Male,28438,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,75-79 Age Group,Total,Female,25485,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,75-79 Age Group,Urban,Both,34224,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,75-79 Age Group,Urban,Male,17593,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,75-79 Age Group,Urban,Female,16631,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,75-79 Age Group,Rural,Both,19567,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,75-79 Age Group,Rural,Male,10757,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,75-79 Age Group,Rural,Female,8810,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,75-79 Age Group,Unsettled,Both,132,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,75-79 Age Group,Unsettled,Male,88,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,75-79 Age Group,Unsettled,Female,44,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,80-84 Age Group,Total,Both,40661,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,80-84 Age Group,Total,Male,21093,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,80-84 Age Group,Total,Female,19568,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,80-84 Age Group,Urban,Both,24826,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,80-84 Age Group,Urban,Male,12358,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,80-84 Age Group,Urban,Female,12468,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,80-84 Age Group,Rural,Both,15730,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,80-84 Age Group,Rural,Male,8663,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,80-84 Age Group,Rural,Female,7067,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,80-84 Age Group,Unsettled,Both,105,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,80-84 Age Group,Unsettled,Male,72,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,80-84 Age Group,Unsettled,Female,33,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,85-89 Age Group,Total,Both,18847,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,85-89 Age Group,Total,Male,9600,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,85-89 Age Group,Total,Female,9247,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,85-89 Age Group,Urban,Both,12261,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,85-89 Age Group,Urban,Male,6055,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,85-89 Age Group,Urban,Female,6206,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,85-89 Age Group,Rural,Both,6544,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,85-89 Age Group,Rural,Male,3517,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,85-89 Age Group,Rural,Female,3027,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,85-89 Age Group,Unsettled,Both,42,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,85-89 Age Group,Unsettled,Male,28,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,85-89 Age Group,Unsettled,Female,14,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,90-94 Age Group,Total,Both,3984,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,90-94 Age Group,Total,Male,1586,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,90-94 Age Group,Total,Female,2398,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,90-94 Age Group,Urban,Both,2773,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,90-94 Age Group,Urban,Male,950,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,90-94 Age Group,Urban,Female,1823,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,90-94 Age Group,Rural,Both,1203,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,90-94 Age Group,Rural,Male,631,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,90-94 Age Group,Rural,Female,572,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,90-94 Age Group,Unsettled,Both,8,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,90-94 Age Group,Unsettled,Male,5,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,90-94 Age Group,Unsettled,Female,3,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,95-99 Age Group,Total,Both,785,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,95-99 Age Group,Total,Male,309,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,95-99 Age Group,Total,Female,476,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,95-99 Age Group,Urban,Both,538,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,95-99 Age Group,Urban,Male,208,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,95-99 Age Group,Urban,Female,330,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,95-99 Age Group,Rural,Both,244,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,95-99 Age Group,Rural,Male,99,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,95-99 Age Group,Rural,Female,145,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,95-99 Age Group,Unsettled,Both,3,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,95-99 Age Group,Unsettled,Male,2,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,95-99 Age Group,Unsettled,Female,1,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
