sector_table,indicator_label_fa_source,year_sh,month_fa,month_western,value
3-15-PMI – Textile Industries,Quantity of Purchases,1403,Aban1403,November2024,80.0
3-15-PMI – Textile Industries,Quantity of Purchases,1403,Azar1403,December2024,55.0
3-15-PMI – Textile Industries,Quantity of Purchases,1403,Dey1403,January2025,50.0
3-15-PMI – Textile Industries,Quantity of Purchases,1403,Bahman1403,February2025,60.0
3-15-PMI – Textile Industries,Quantity of Purchases,1403,Esfand1403,March2025,68.8
3-15-PMI – Textile Industries,Business expectations,1403,Farvardin1403,April2024,92.9
3-15-PMI – Textile Industries,Business expectations,1403,Ordibehesht1403,May2024,87.5
3-15-PMI – Textile Industries,Business expectations,1403,Khordad1403,June2024,77.8
3-15-PMI – Textile Industries,Business expectations,1403,Tir1403,July2024,61.1
3-15-PMI – Textile Industries,Business expectations,1403,Mordad1403,August2024,77.8
3-15-PMI – Textile Industries,Business expectations,1403,Shahrivar1403,September2024,95.0
3-15-PMI – Textile Industries,Business expectations,1403,Mehr1403,October2024,85.0
3-15-PMI – Textile Industries,Business expectations,1403,Aban1403,November2024,95.0
3-15-PMI – Textile Industries,Business expectations,1403,Azar1403,December2024,60.0
3-15-PMI – Textile Industries,Business expectations,1403,Dey1403,January2025,70.0
3-15-PMI – Textile Industries,Business expectations,1403,Bahman1403,February2025,60.0
3-15-PMI – Textile Industries,Business expectations,1403,Esfand1403,March2025,50.0
3-16-PMI – Machinery and Household Appliances Industries,Total PMI index,1403,Farvardin1403,April2024,26.1
3-16-PMI – Machinery and Household Appliances Industries,Total PMI index,1403,Ordibehesht1403,May2024,69.3
3-16-PMI – Machinery and Household Appliances Industries,Total PMI index,1403,Khordad1403,June2024,52.0
3-16-PMI – Machinery and Household Appliances Industries,Total PMI index,1403,Tir1403,July2024,45.5
3-16-PMI – Machinery and Household Appliances Industries,Total PMI index,1403,Mordad1403,August2024,42.6
3-16-PMI – Machinery and Household Appliances Industries,Total PMI index,1403,Shahrivar1403,September2024,48.0
3-16-PMI – Machinery and Household Appliances Industries,Total PMI index,1403,Mehr1403,October2024,56.1
3-16-PMI – Machinery and Household Appliances Industries,Total PMI index,1403,Aban1403,November2024,62.2
3-16-PMI – Machinery and Household Appliances Industries,Total PMI index,1403,Azar1403,December2024,45.8
3-16-PMI – Machinery and Household Appliances Industries,Total PMI index,1403,Dey1403,January2025,45.9
3-16-PMI – Machinery and Household Appliances Industries,Total PMI index,1403,Bahman1403,February2025,51.7
3-16-PMI – Machinery and Household Appliances Industries,Total PMI index,1403,Esfand1403,March2025,57.6
3-16-PMI – Machinery and Household Appliances Industries,Output,1403,Farvardin1403,April2024,11.4
3-16-PMI – Machinery and Household Appliances Industries,Output,1403,Ordibehesht1403,May2024,81.8
3-16-PMI – Machinery and Household Appliances Industries,Output,1403,Khordad1403,June2024,56.5
3-16-PMI – Machinery and Household Appliances Industries,Output,1403,Tir1403,July2024,47.5
3-16-PMI – Machinery and Household Appliances Industries,Output,1403,Mordad1403,August2024,40.5
3-16-PMI – Machinery and Household Appliances Industries,Output,1403,Shahrivar1403,September2024,41.3
3-16-PMI – Machinery and Household Appliances Industries,Output,1403,Mehr1403,October2024,52.2
3-16-PMI – Machinery and Household Appliances Industries,Output,1403,Aban1403,November2024,65.9
3-16-PMI – Machinery and Household Appliances Industries,Output,1403,Azar1403,December2024,50.0
3-16-PMI – Machinery and Household Appliances Industries,Output,1403,Dey1403,January2025,45.5
3-16-PMI – Machinery and Household Appliances Industries,Output,1403,Bahman1403,February2025,59.1
3-16-PMI – Machinery and Household Appliances Industries,Output,1403,Esfand1403,March2025,61.4
3-16-PMI – Machinery and Household Appliances Industries,New Orders,1403,Farvardin1403,April2024,18.2
3-16-PMI – Machinery and Household Appliances Industries,New Orders,1403,Ordibehesht1403,May2024,70.5
3-16-PMI – Machinery and Household Appliances Industries,New Orders,1403,Khordad1403,June2024,43.5
3-16-PMI – Machinery and Household Appliances Industries,New Orders,1403,Tir1403,July2024,32.5
3-16-PMI – Machinery and Household Appliances Industries,New Orders,1403,Mordad1403,August2024,35.7
3-16-PMI – Machinery and Household Appliances Industries,New Orders,1403,Shahrivar1403,September2024,52.2
3-16-PMI – Machinery and Household Appliances Industries,New Orders,1403,Mehr1403,October2024,60.9
3-16-PMI – Machinery and Household Appliances Industries,New Orders,1403,Aban1403,November2024,61.4
3-16-PMI – Machinery and Household Appliances Industries,New Orders,1403,Azar1403,December2024,42.9
3-16-PMI – Machinery and Household Appliances Industries,New Orders,1403,Dey1403,January2025,50.0
3-16-PMI – Machinery and Household Appliances Industries,New Orders,1403,Bahman1403,February2025,50.0
3-16-PMI – Machinery and Household Appliances Industries,New Orders,1403,Esfand1403,March2025,63.6
3-16-PMI – Machinery and Household Appliances Industries,Suppliers ‘Delivery Times,1403,Farvardin1403,April2024,34.1
3-16-PMI – Machinery and Household Appliances Industries,Suppliers ‘Delivery Times,1403,Ordibehesht1403,May2024,68.2
3-16-PMI – Machinery and Household Appliances Industries,Suppliers ‘Delivery Times,1403,Khordad1403,June2024,47.8
3-16-PMI – Machinery and Household Appliances Industries,Suppliers ‘Delivery Times,1403,Tir1403,July2024,47.5
3-16-PMI – Machinery and Household Appliances Industries,Suppliers ‘Delivery Times,1403,Mordad1403,August2024,40.5
3-16-PMI – Machinery and Household Appliances Industries,Suppliers ‘Delivery Times,1403,Shahrivar1403,September2024,45.7
3-16-PMI – Machinery and Household Appliances Industries,Suppliers ‘Delivery Times,1403,Mehr1403,October2024,60.9
3-16-PMI – Machinery and Household Appliances Industries,Suppliers ‘Delivery Times,1403,Aban1403,November2024,68.2
3-16-PMI – Machinery and Household Appliances Industries,Suppliers ‘Delivery Times,1403,Azar1403,December2024,42.9
3-16-PMI – Machinery and Household Appliances Industries,Suppliers ‘Delivery Times,1403,Dey1403,January2025,45.5
3-16-PMI – Machinery and Household Appliances Industries,Suppliers ‘Delivery Times,1403,Bahman1403,February2025,56.8
3-16-PMI – Machinery and Household Appliances Industries,Suppliers ‘Delivery Times,1403,Esfand1403,March2025,63.6
3-16-PMI – Machinery and Household Appliances Industries,Raw Materials Inventories,1403,Farvardin1403,April2024,40.9
3-16-PMI – Machinery and Household Appliances Industries,Raw Materials Inventories,1403,Ordibehesht1403,May2024,47.7
3-16-PMI – Machinery and Household Appliances Industries,Raw Materials Inventories,1403,Khordad1403,June2024,45.7
3-16-PMI – Machinery and Household Appliances Industries,Raw Materials Inventories,1403,Tir1403,July2024,57.5
3-16-PMI – Machinery and Household Appliances Industries,Raw Materials Inventories,1403,Mordad1403,August2024,42.9
3-16-PMI – Machinery and Household Appliances Industries,Raw Materials Inventories,1403,Shahrivar1403,September2024,52.2
3-16-PMI – Machinery and Household Appliances Industries,Raw Materials Inventories,1403,Mehr1403,October2024,43.5
3-16-PMI – Machinery and Household Appliances Industries,Raw Materials Inventories,1403,Aban1403,November2024,52.3
3-16-PMI – Machinery and Household Appliances Industries,Raw Materials Inventories,1403,Azar1403,December2024,45.2
3-16-PMI – Machinery and Household Appliances Industries,Raw Materials Inventories,1403,Dey1403,January2025,40.9
3-16-PMI – Machinery and Household Appliances Industries,Raw Materials Inventories,1403,Bahman1403,February2025,52.3
3-16-PMI – Machinery and Household Appliances Industries,Raw Materials Inventories,1403,Esfand1403,March2025,59.1
3-16-PMI – Machinery and Household Appliances Industries,Employment,1403,Farvardin1403,April2024,43.2
3-16-PMI – Machinery and Household Appliances Industries,Employment,1403,Ordibehesht1403,May2024,63.6
3-16-PMI – Machinery and Household Appliances Industries,Employment,1403,Khordad1403,June2024,65.2
3-16-PMI – Machinery and Household Appliances Industries,Employment,1403,Tir1403,July2024,55.0
3-16-PMI – Machinery and Household Appliances Industries,Employment,1403,Mordad1403,August2024,57.1
3-16-PMI – Machinery and Household Appliances Industries,Employment,1403,Shahrivar1403,September2024,50.0
3-16-PMI – Machinery and Household Appliances Industries,Employment,1403,Mehr1403,October2024,56.5
3-16-PMI – Machinery and Household Appliances Industries,Employment,1403,Aban1403,November2024,59.1
3-16-PMI – Machinery and Household Appliances Industries,Employment,1403,Azar1403,December2024,47.6
3-16-PMI – Machinery and Household Appliances Industries,Employment,1403,Dey1403,January2025,43.2
3-16-PMI – Machinery and Household Appliances Industries,Employment,1403,Bahman1403,February2025,40.9
3-16-PMI – Machinery and Household Appliances Industries,Employment,1403,Esfand1403,March2025,38.6
3-16-PMI – Machinery and Household Appliances Industries,Input price,1403,Farvardin1403,April2024,86.4
3-16-PMI – Machinery and Household Appliances Industries,Input price,1403,Ordibehesht1403,May2024,68.2
3-16-PMI – Machinery and Household Appliances Industries,Input price,1403,Khordad1403,June2024,73.9
3-16-PMI – Machinery and Household Appliances Industries,Input price,1403,Tir1403,July2024,55.0
3-16-PMI – Machinery and Household Appliances Industries,Input price,1403,Mordad1403,August2024,59.5
3-16-PMI – Machinery and Household Appliances Industries,Input price,1403,Shahrivar1403,September2024,60.9
3-16-PMI – Machinery and Household Appliances Industries,Input price,1403,Mehr1403,October2024,73.9
3-16-PMI – Machinery and Household Appliances Industries,Input price,1403,Aban1403,November2024,84.1
3-16-PMI – Machinery and Household Appliances Industries,Input price,1403,Azar1403,December2024,90.5
3-16-PMI – Machinery and Household Appliances Industries,Input price,1403,Dey1403,January2025,93.2
3-16-PMI – Machinery and Household Appliances Industries,Input price,1403,Bahman1403,February2025,93.2
3-16-PMI – Machinery and Household Appliances Industries,Input price,1403,Esfand1403,March2025,93.2
3-16-PMI – Machinery and Household Appliances Industries,Stocks of Finished Goods,1403,Farvardin1403,April2024,43.2
3-16-PMI – Machinery and Household Appliances Industries,Stocks of Finished Goods,1403,Ordibehesht1403,May2024,43.2
3-16-PMI – Machinery and Household Appliances Industries,Stocks of Finished Goods,1403,Khordad1403,June2024,56.5
3-16-PMI – Machinery and Household Appliances Industries,Stocks of Finished Goods,1403,Tir1403,July2024,60.0
3-16-PMI – Machinery and Household Appliances Industries,Stocks of Finished Goods,1403,Mordad1403,August2024,57.1
3-16-PMI – Machinery and Household Appliances Industries,Stocks of Finished Goods,1403,Shahrivar1403,September2024,52.2
3-16-PMI – Machinery and Household Appliances Industries,Stocks of Finished Goods,1403,Mehr1403,October2024,56.5
3-16-PMI – Machinery and Household Appliances Industries,Stocks of Finished Goods,1403,Aban1403,November2024,54.5
3-16-PMI – Machinery and Household Appliances Industries,Stocks of Finished Goods,1403,Azar1403,December2024,64.3
3-16-PMI – Machinery and Household Appliances Industries,Stocks of Finished Goods,1403,Dey1403,January2025,47.7
3-16-PMI – Machinery and Household Appliances Industries,Stocks of Finished Goods,1403,Bahman1403,February2025,54.5
3-16-PMI – Machinery and Household Appliances Industries,Stocks of Finished Goods,1403,Esfand1403,March2025,36.4
3-16-PMI – Machinery and Household Appliances Industries,Export of goods,1403,Farvardin1403,April2024,52.3
3-16-PMI – Machinery and Household Appliances Industries,Export of goods,1403,Ordibehesht1403,May2024,52.3
3-16-PMI – Machinery and Household Appliances Industries,Export of goods,1403,Khordad1403,June2024,60.9
3-16-PMI – Machinery and Household Appliances Industries,Export of goods,1403,Tir1403,July2024,42.5
3-16-PMI – Machinery and Household Appliances Industries,Export of goods,1403,Mordad1403,August2024,45.2
3-16-PMI – Machinery and Household Appliances Industries,Export of goods,1403,Shahrivar1403,September2024,47.8
3-16-PMI – Machinery and Household Appliances Industries,Export of goods,1403,Mehr1403,October2024,47.8
3-16-PMI – Machinery and Household Appliances Industries,Export of goods,1403,Aban1403,November2024,43.2
3-16-PMI – Machinery and Household Appliances Industries,Export of goods,1403,Azar1403,December2024,54.8
3-16-PMI – Machinery and Household Appliances Industries,Export of goods,1403,Dey1403,January2025,47.7
3-16-PMI – Machinery and Household Appliances Industries,Export of goods,1403,Bahman1403,February2025,54.5
3-16-PMI – Machinery and Household Appliances Industries,Export of goods,1403,Esfand1403,March2025,52.3
3-16-PMI – Machinery and Household Appliances Industries,Output Prices,1403,Farvardin1403,April2024,72.7
3-16-PMI – Machinery and Household Appliances Industries,Output Prices,1403,Ordibehesht1403,May2024,61.4
3-16-PMI – Machinery and Household Appliances Industries,Output Prices,1403,Khordad1403,June2024,63.0
3-16-PMI – Machinery and Household Appliances Industries,Output Prices,1403,Tir1403,July2024,50.0
3-16-PMI – Machinery and Household Appliances Industries,Output Prices,1403,Mordad1403,August2024,50.0
3-16-PMI – Machinery and Household Appliances Industries,Output Prices,1403,Shahrivar1403,September2024,52.2
3-16-PMI – Machinery and Household Appliances Industries,Output Prices,1403,Mehr1403,October2024,54.3
3-16-PMI – Machinery and Household Appliances Industries,Output Prices,1403,Aban1403,November2024,63.6
3-16-PMI – Machinery and Household Appliances Industries,Output Prices,1403,Azar1403,December2024,66.7
3-16-PMI – Machinery and Household Appliances Industries,Output Prices,1403,Dey1403,January2025,72.7
3-16-PMI – Machinery and Household Appliances Industries,Output Prices,1403,Bahman1403,February2025,61.4
3-16-PMI – Machinery and Household Appliances Industries,Output Prices,1403,Esfand1403,March2025,70.5
3-16-PMI – Machinery and Household Appliances Industries,Energy Consumption,1403,Farvardin1403,April2024,31.8
3-16-PMI – Machinery and Household Appliances Industries,Energy Consumption,1403,Ordibehesht1403,May2024,65.9
3-16-PMI – Machinery and Household Appliances Industries,Energy Consumption,1403,Khordad1403,June2024,69.6
3-16-PMI – Machinery and Household Appliances Industries,Energy Consumption,1403,Tir1403,July2024,67.5
3-16-PMI – Machinery and Household Appliances Industries,Energy Consumption,1403,Mordad1403,August2024,50.0
3-16-PMI – Machinery and Household Appliances Industries,Energy Consumption,1403,Shahrivar1403,September2024,43.5
3-16-PMI – Machinery and Household Appliances Industries,Energy Consumption,1403,Mehr1403,October2024,47.8
3-16-PMI – Machinery and Household Appliances Industries,Energy Consumption,1403,Aban1403,November2024,63.6
3-16-PMI – Machinery and Household Appliances Industries,Energy Consumption,1403,Azar1403,December2024,52.4
3-16-PMI – Machinery and Household Appliances Industries,Energy Consumption,1403,Dey1403,January2025,50.0
3-16-PMI – Machinery and Household Appliances Industries,Energy Consumption,1403,Bahman1403,February2025,59.1
3-16-PMI – Machinery and Household Appliances Industries,Energy Consumption,1403,Esfand1403,March2025,56.8
3-16-PMI – Machinery and Household Appliances Industries,Quantity of Purchases,1403,Farvardin1403,April2024,11.4
3-16-PMI – Machinery and Household Appliances Industries,Quantity of Purchases,1403,Ordibehesht1403,May2024,72.7
3-16-PMI – Machinery and Household Appliances Industries,Quantity of Purchases,1403,Khordad1403,June2024,45.7
