changed,rule,chart_id,primary_source,category,old_title,new_title
,keep,iran_media__cinema_theaters_attendance_1932_1986,iran-media-history:iranica-cinema-history,Media & Culture,Cinema: Movie-House Counts & Audience Attendance (1932-1986),Cinema: Movie-House Counts & Audience Attendance (1932-1986)
,keep,iran_media__film_production_industry_1941_1982,iran-media-history:iranica-cinema-history,Media & Culture,"Film Production, Distribution & Censorship (1941-1982)","Film Production, Distribution & Censorship (1941-1982)"
,keep,iran_media__press_periodicals_1898_1988,iran-media-history:iranica-press-newspapers,Media & Culture,"Newspaper & Periodical Counts, Adult Literacy by Gender (1898-1988)","Newspaper & Periodical Counts, Adult Literacy by Gender (1898-1988)"
,keep,iran_mining_capacity_growth_since_2002,imidro-iran:annual-report-2021-22-extraction,Mining & Minerals Production,Steel/Copper/Aluminum Production CAPACITY Growth Since IMIDRO's Founding (2002-2021),Steel/Copper/Aluminum Production CAPACITY Growth Since IMIDRO's Founding (2002-2021)
,keep,iran_new_mineral_reserves_valuation_2014_2021,imidro-iran:annual-report-2021-22-extraction,Mining & Minerals Production,"Newly Discovered Mineral Reserves, Valuation by Commodity","Newly Discovered Mineral Reserves, Valuation by Commodity"
,keep,iran_opec__heavy_crude_spot_price_2020_2024,opec-asb,Energy,"Iran Heavy Crude Oil Spot Price, OPEC Reference Basket (2020-2024)","Iran Heavy Crude Oil Spot Price, OPEC Reference Basket (2020-2024)"
,keep,iran_opec__natural_gas_2020_2024,opec-asb,Energy,"Natural Gas Reserves, Production, Exports, Imports & Demand (OPEC, 2020-2024)","Natural Gas Reserves, Production, Exports, Imports & Demand (OPEC, 2020-2024)"
,keep,iran_pig_iron_production_1973_1980,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Pig iron),Mining & Minerals Production,Pig Iron Production,Pig Iron Production
,keep,iran_pmi__sectoral_fy1403,iccima-iran,Business Cycle Indicators,Iran Purchasing Managers' Index (PMI) by Manufacturing Sub-Sector (13 sectors),Iran Purchasing Managers' Index (PMI) by Manufacturing Sub-Sector (13 sectors)
,keep,iran_pmi__whole_economy_fy1403,iccima-iran,Business Cycle Indicators,"Iran Purchasing Managers' Index (PMI), Whole Economy, Monthly","Iran Purchasing Managers' Index (PMI), Whole Economy, Monthly"
,keep,iran_ports__container_storage_charges_2024,iran-ports-maritime-org,Infrastructure & Technology,Iran Southern Ports: Progressive Container Storage/Demurrage Charges by Dwell Time,Iran Southern Ports: Progressive Container Storage/Demurrage Charges by Dwell Time
,keep,iran_ports__ship_port_dues_2024,iran-ports-maritime-org,Infrastructure & Technology,Iran Southern Ports: Ship Port Dues per Gross Tonnage (Commercial vs. Tanker),Iran Southern Ports: Ship Port Dues per Gross Tonnage (Commercial vs. Tanker)
,keep,iran_ports__thc_container_handling_2024,iran-ports-maritime-org,Infrastructure & Technology,Iran Southern Ports: Terminal Handling Charge (THC) per Container,Iran Southern Ports: Terminal Handling Charge (THC) per Container
,keep,iran_processed_sugar_output_pahlavi_era,pahlavi-era-primary-extraction:wb1960-industrial-production-1954-1959,Industry / Light Manufacturing,Processed (Refined) Sugar Output,Processed (Refined) Sugar Output
,keep,iran_processed_tea_output_pahlavi_era,pahlavi-era-primary-extraction:wb1960-industrial-production-1954-1959,Industry / Light Manufacturing,"Processed Tea Output (Manufacturing, not Raw Leaf)","Processed Tea Output (Manufacturing, not Raw Leaf)"
,keep,iran_provincial__financial_markets_insurance_1397_1401,sci-provincial-standing-indicators,Financial Sector / Insurance,Financial Markets Indicators by Province (SH1397-1401),Financial Markets Indicators by Province (SH1397-1401)
,keep,iran_provincial__foreign_investment_1398_1400,sci-provincial-standing-indicators,Trade & Investment,Foreign Investment Value by Province,Foreign Investment Value by Province
,keep,iran_provincial__gdp_per_capita_excl_oil_1393_1397,sci-provincial-standing-indicators,Macro / National Accounts,Non-Oil GDP Per Capita by Province,Non-Oil GDP Per Capita by Province
,keep,iran_provincial__government_budget_execution_1397_1401,sci-provincial-standing-indicators,Government Finance,Government Current & Capital Budget Execution Share by Province,Government Current & Capital Budget Execution Share by Province
,keep,iran_provincial__industry_workshops_1396_1400,sci-provincial-standing-indicators,Industry / Value Added by Sector,Industrial Production Value & Workshop Count Share by Province (10+ Employee Workshops),Industrial Production Value & Workshop Count Share by Province (10+ Employee Workshops)
,keep,iran_provincial__mining_production_value_1397_1401,sci-provincial-standing-indicators,Industry / Value Added by Sector,Value of Mine Production Share by Province,Value of Mine Production Share by Province
,keep,iran_railways_income_expense_1953_1961,pahlavi-era-primary-extraction:wb1962-railways-income-expense-1953-1961,Infrastructure (Transport) / Government Finance,"Iranian State Railways, Income & Expense Account","Iranian State Railways, Income & Expense Account"
,keep,iran_reservoir_water_control_forecast_by_zone,pahlavi-era-primary-extraction:wb1975water-reservoir-water-control-forecast-by-zone,Infrastructure (Dams & Water),"Reservoir Water Control & Public Water Supply Forecast, by Regional Zone (4th/5th Plan)","Reservoir Water Control & Public Water Supply Forecast, by Regional Zone (4th/5th Plan)"
,keep,iran_salt_production_1961_1980,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Salt (rock)),Mining & Minerals Production,Salt (Rock) Production,Salt (Rock) Production
,keep,iran_sar_cheshmeh_copper_project_narrative_1965_2022,usgs-minerals-yearbook (narrative) + imidro-iran (modern production),Mining & Minerals Production,"Sar Cheshmeh Copper Project, Development Narrative & Modern Production","Sar Cheshmeh Copper Project, Development Narrative & Modern Production"
,keep,iran_sci1399__cpi_by_coicop_group_1390_1399,sci-amar,Prices & Inflation,"Consumer Price Index by COICOP Group (1395=100, SH1390-1399)","Consumer Price Index by COICOP Group (1395=100, SH1390-1399)"
,keep,iran_sci1399__gdp_by_expenditure_component_1390_1397,sci-amar,Macro / Expenditure & Trade Aggregates,"GDP by Final Expenditure Component, Current & Constant Prices (SH1390-1397)","GDP by Final Expenditure Component, Current & Constant Prices (SH1390-1397)"
,keep,iran_sci1399__gdp_value_added_by_sector_1390_1397,sci-amar,Macro / National Accounts,"GDP Value Added by 18 Economic-Activity Sectors, Current & Constant Prices (SH1390-1397)","GDP Value Added by 18 Economic-Activity Sectors, Current & Constant Prices (SH1390-1397)"
,keep,iran_sci1399__government_budget_summary_1385_1400,sci-amar,Government Finance,Total Country Budget: Resources & Uses Breakdown (SH1385-1400),Total Country Budget: Resources & Uses Breakdown (SH1385-1400)
,keep,iran_sci1399__labor_force_indicators_1380_1399,sci-amar,Labor & Employment,Labor Force Indicators: Participation & Unemployment by Area/Sex (SH1380-1399),Labor Force Indicators: Participation & Unemployment by Area/Sex (SH1380-1399)
,keep,iran_sulfur_production_1961_1980,usgs_iran_mineral_production_1961_1980.csv (rows: commodity contains 'Sulfur'),Mining & Minerals Production,Sulfur Production (Refined + Elemental Byproduct),Sulfur Production (Refined + Elemental Byproduct)
,keep,iran_telecom__postal_service_1913_1989,iran-telecom-history:iranica-communications-in-persia,Infrastructure & Technology,Postal Service: Post Office/Box Counts & Mail Volumes (1913-1989),Postal Service: Post Office/Box Counts & Mail Volumes (1913-1989)
,keep,iran_telecom__radio_tv_ownership_1940_1989,iran-telecom-history:iranica-communications-in-persia,Infrastructure & Technology,Radio Set Ownership & Television Founding/Audience Reach (1940-1989),Radio Set Ownership & Television Founding/Audience Reach (1940-1989)
,keep,iran_telecom__telegraph_offices_1914_1989,iran-telecom-history:iranica-communications-in-persia,Infrastructure & Technology,"Telegraph: Cable Length, Office Counts & Telex Stations (1914-1989)","Telegraph: Cable Length, Office Counts & Telex Stations (1914-1989)"
,keep,iran_textile_cloth_output_by_fiber_1954_1959,pahlavi-era-primary-extraction:wb1960-industrial-production-1954-1959,Industry / Light Manufacturing,"Textile Cloth Output by Fiber Type (Cotton, Woolen, Jute, Silk)","Textile Cloth Output by Fiber Type (Cotton, Woolen, Jute, Silk)"
,keep,iran_unctad_maritime__merchandise_trade_2005_2024,unctad-maritime,Trade (Goods),"Merchandise Exports, Imports & Trade Balance (UNCTAD, 2005-2024 selected years)","Merchandise Exports, Imports & Trade Balance (UNCTAD, 2005-2024 selected years)"
,keep,iran_unctad_maritime__national_fleet_by_type_2005_2024,unctad-maritime,Maritime & Shipping,National-Flag Merchant Fleet Carrying Capacity by Ship Type (2005-2024),National-Flag Merchant Fleet Carrying Capacity by Ship Type (2005-2024)
,keep,iran_unctad_maritime__transport_services_trade_2005_2024,unctad-maritime,Maritime & Shipping,Trade in Transport Services: Export Share & Values (2005-2024),Trade in Transport Services: Export Share & Values (2005-2024)
,keep,iran_unido_cip__iran_subindicators_2010_2014,mimt-iran,Industry / Value Added by Sector,"Iran UNIDO Competitive Industrial Performance (CIP) Index, Rank & 8 Sub-Indicators","Iran UNIDO Competitive Industrial Performance (CIP) Index, Rank & 8 Sub-Indicators"
,keep,iran_unido_cip__regional_comparison_2010_2014,mimt-iran,Industry / Value Added by Sector,"UNIDO Competitive Industrial Performance (CIP) Rank & Score, Iran vs. Regional Economies","UNIDO Competitive Industrial Performance (CIP) Rank & Score, Iran vs. Regional Economies"
,keep,iran_vehicle_registration_by_type_1955_1972,pahlavi-era-primary-extraction:wb1962-road-vehicle-registration-1955-1961,Infrastructure (Transport),"Road Vehicle Registration by Type (Cars, Buses, Trucks, Motorcycles)","Road Vehicle Registration by Type (Cars, Buses, Trucks, Motorcycles)"
,keep,iran_zinc_production_1961_1980,usgs_iran_mineral_production_1961_1980.csv (rows: commodity contains 'Zinc'),Mining & Minerals Production,"Zinc Production (Mine Output, Metal Content)","Zinc Production (Mine Output, Metal Content)"
,keep,iranplanbudgetorg__five_year_plan_gdp_growth_targets,iran-plan-budget-org,Government Finance,"Five-Year Development Plan Headline GDP Growth Targets (Plans 2, 6, 7)","Five-Year Development Plan Headline GDP Growth Targets (Plans 2, 6, 7)"
,keep,iranplanbudgetorg__five_year_plan_investment_ceilings,iran-plan-budget-org,Government Finance,Five-Year Development Plan Investment & Credit Ceilings by Year (Plans 1-2),Five-Year Development Plan Investment & Credit Ceilings by Year (Plans 1-2)
,keep,iranplanbudgetorg__five_year_plan_sectoral_growth_targets,iran-plan-budget-org,Industry / Value Added by Sector,Five-Year Development Plan Sectoral Value-Added & Employment Growth Targets (Plans 6-7),Five-Year Development Plan Sectoral Value-Added & Employment Growth Targets (Plans 6-7)
,keep,majlis__forex_budget_law_1364,majlis-historical-budget-laws,Government Finance,War-Economy Foreign-Exchange Allocation Ceiling Law (FY1364),War-Economy Foreign-Exchange Allocation Ceiling Law (FY1364)
,keep,majlis__supplementary_budget_additions,majlis-historical-budget-laws,Government Finance,"Mid-Year Supplementary Budget Additions (FY1357, 1358, 1369)","Mid-Year Supplementary Budget Additions (FY1357, 1358, 1369)"
,keep,owid__hdi,owid,Development / Composite Index,Human Development Index,Human Development Index
,keep,owid__mean_years_schooling_long_run,owid,Education,Average Years of Schooling (long-run),Average Years of Schooling (long-run)
,keep,owid__oil_production_volume,owid,Energy,Oil Production (physical volume),Oil Production (physical volume)
,keep,pahlavi__aioc_profits_taxes_royalties_1910_51,pahlavi-era-primary-extraction,External Debt,"AIOC Net Profit, UK Tax Payments & Iran Royalty Payments, 1910-1951","AIOC Net Profit, UK Tax Payments & Iran Royalty Payments, 1910-1951"
,keep,pahlavi__animal_fats_production_1950_1958,pahlavi-era-primary-extraction,Agriculture Production,"Animal Fats (aggregate), Production, 1950-1958","Animal Fats (aggregate), Production, 1950-1958"
,keep,pahlavi__bank_deposits_private_sector_1963_70,pahlavi-era-primary-extraction,Financial Sector (Monetary),"Private-Sector Bank Deposits by Type (Sight/Saving/Time), FY1963/64-1969/70","Private-Sector Bank Deposits by Type (Sight/Saving/Time), FY1963/64-1969/70"
,keep,pahlavi__banking_statistics_private_sector_1957_59,pahlavi-era-primary-extraction,Financial Sector (Monetary),"Deposit Banks vs. National Bank Private-Sector Deposits/Advances, 1957-1959","Deposit Banks vs. National Bank Private-Sector Deposits/Advances, 1957-1959"
,keep,pahlavi__century_indicators_world_rank_1900_2006,pahlavi-era-primary-extraction,Demographics & Population,"Iran's World Rank in Population, Per-Capita Income & Life Expectancy (1900 vs. 2006)","Iran's World Rank in Population, Per-Capita Income & Life Expectancy (1900 vs. 2006)"
,keep,pahlavi__consortium_disbursements_1954_62,pahlavi-era-primary-extraction,Labor & Employment,"Consortium Disbursements in Iran incl. Aggregate Oil-Sector Wage Bill, 1954-1962","Consortium Disbursements in Iran incl. Aggregate Oil-Sector Wage Bill, 1954-1962"
,keep,pahlavi__domestic_oil_consumption_by_product_1964_69,pahlavi-era-primary-extraction,Energy,"Domestic Oil Consumption by Product, 1964-1969","Domestic Oil Consumption by Product, 1964-1969"
,keep,pahlavi__dried_apricots_production_1950_1958,pahlavi-era-primary-extraction,Agriculture Production,"Dried Apricots, Production, 1950-1958","Dried Apricots, Production, 1950-1958"
,keep,pahlavi__electric_power_generation_by_use_1968_72,pahlavi-era-primary-extraction,Energy,"Electric Power Generation by End-Use (incl. Residential), 1968-1972","Electric Power Generation by End-Use (incl. Residential), 1968-1972"
,keep,pahlavi__exports_by_commodity_value_1956_59,pahlavi-era-primary-extraction,Trade (Exports),"Merchandise Exports by Commodity (Value, USD), 1956/57-1958/59","Merchandise Exports by Commodity (Value, USD), 1956/57-1958/59"
,keep,pahlavi__fresh_fruits_noncitrus_production_1950_1958,pahlavi-era-primary-extraction,Agriculture Production,"Fresh Fruits (non-citrus) & Berries, Production, 1950-1958","Fresh Fruits (non-citrus) & Berries, Production, 1950-1958"
,keep,pahlavi__gas_production_consumption_1965_69,pahlavi-era-primary-extraction,Energy,"Natural Gas Production, Consumption & Flaring, 1965-1969","Natural Gas Production, Consumption & Flaring, 1965-1969"
,keep,pahlavi__imports_by_commodity_value_1956_59,pahlavi-era-primary-extraction,Trade (Imports),"Merchandise Imports by Commodity (Value, USD), 1956/57-1958/59","Merchandise Imports by Commodity (Value, USD), 1956/57-1958/59"
,keep,pahlavi__monetary_aggregates_movements_1963_73,pahlavi-era-primary-extraction,Financial Sector (Monetary),"Money & Quasi-Money Component Movements, Year-over-Year Flows (FY1963-1973)","Money & Quasi-Money Component Movements, Year-over-Year Flows (FY1963-1973)"
,keep,pahlavi__monetary_survey_1963_70,pahlavi-era-primary-extraction,Financial Sector (Monetary),"Consolidated Banking-System Balance Sheet, Year-End Stock Levels (FY1963/64-1969/70)","Consolidated Banking-System Balance Sheet, Year-End Stock Levels (FY1963/64-1969/70)"
,keep,pahlavi__money_quasi_money_changes_1965_71,pahlavi-era-primary-extraction,Financial Sector (Monetary),"Money & Quasi-Money Component Changes, Year-over-Year Flows (FY1964/65-1970/71)","Money & Quasi-Money Component Changes, Year-over-Year Flows (FY1964/65-1970/71)"
