chart_id,title,category,primary_source,verdict,flags,n_variants,n_countries,iran_points,iran_nonzero,iran_span,iran_distinct,iran_ymin,iran_ymax,best_variant
faostat__Wheat and products__consumption,Wheat and products,Food Consumption,faostat-fbs+fbsh,OK,,2,11,134,67,63,67,1961,2023,Food supply (kcal/capita/day)
faostat__Wheat and products__trade,Wheat and products,Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,95,67,63,67,1961,2023,Domestic supply quantity
faostat__Wheat__price,Wheat,Agriculture Prices,faostat-pp+pa,OK,,4,11,159,58,58,58,1966,2023,Producer Price (LCU/tonne)
faostat__Wheat__production,Wheat,Agriculture Production,faostat-qcl,OK,,3,11,192,64,64,64,1961,2024,Area harvested
"faostat__Whey, dry__production","Whey, dry",Agriculture Production,faostat-qcl,OK,,1,6,63,63,63,63,1961,2023,Production
faostat__Whole milk powder__production,Whole milk powder,Agriculture Production,faostat-qcl,OK,,1,9,49,47,47,47,1961,2007,Production
"faostat__Whole milk, condensed__production","Whole milk, condensed",Agriculture Production,faostat-qcl,OK,,1,10,63,53,63,53,1961,2023,Production
"faostat__Whole milk, evaporated__production","Whole milk, evaporated",Agriculture Production,faostat-qcl,OK,,1,8,63,52,63,52,1961,2023,Production
fx__official_vs_parallel_gap_irn,U.S. Dollar Exchange Rate,Exchange Rates,wdi (PA.NUS.FCRF) + IMF IFS historical (1937-1949) for official; Bahmani-Oskooee (2005) monthly series (1979-2003) + secondary-compiled annual anchors (2004-2010) + TGJU daily data (2011-2026) for parallel,OK,,4,1,6893,4247,48,3337,1979,2026,Parallel/black-market rate
gfdd__gfdd_di_01,Private Credit by Deposit Money Banks to GDP (World Bank GFDD),Financial Sector (Monetary),worldbank-gfdd-via-fred,OK,,1,1,56,56,56,55,1961,2016,Private Credit by Deposit Money Banks to GDP
gfdd__gfdd_di_04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets (World Bank GFDD),Financial Sector (Monetary),worldbank-gfdd-via-fred,OK,,1,1,56,56,56,53,1961,2016,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets
gfdd__gfdd_di_05,Liquid Liabilities to GDP (World Bank GFDD),Financial Sector (Monetary),worldbank-gfdd-via-fred,OK,,1,1,57,57,57,55,1960,2016,Liquid Liabilities to GDP
gfdd__gfdd_di_06,Central Bank Assets to GDP (World Bank GFDD),Financial Sector (Monetary),worldbank-gfdd-via-fred,OK,,1,1,57,57,57,54,1960,2016,Central Bank Assets to GDP
gfdd__gfdd_oi_02,Bank Deposits to GDP (World Bank GFDD),Financial Sector (Monetary),worldbank-gfdd-via-fred,OK,,1,1,56,56,56,54,1961,2016,Bank Deposits to GDP
gfdd__gfdd_oi_07,Liquid Liabilities (Broad Money) (World Bank GFDD),Financial Sector (Monetary),worldbank-gfdd-via-fred,OK,,1,1,57,57,57,55,1960,2016,Liquid Liabilities (Broad Money)
gfdd__gfdd_si_04,Bank Credit to Bank Deposits (World Bank GFDD),Financial Sector (Monetary),worldbank-gfdd-via-fred,OK,,1,1,56,56,56,54,1961,2016,Bank Credit to Bank Deposits
iran_aluminum_production_1973_1980,Primary Aluminum (Ingot) Production,Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity contains 'Aluminum'),THIN,SPARSE|SHORT,2,1,8,5,5,5,1976,1980,"Aluminum metal, primary ingot"
iran_automotive_national_vehicle_production_1970_2018,National Motor Vehicle Production (incl. Paykan/Iran Khodro Milestones),Industry / Automotive,iran-automotive-industry:khodro-paykan-production-history,THIN,SPARSE,1,1,6,6,39,6,1967,2005,National vehicle production
iran_barite_production_1961_1980,Barite Production,Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Barite),OK,,1,1,16,16,20,13,1961,1980,Barite
iran_bizenv__national_index_1398_1404,Iran National Business Environment Monitoring Index (Annual & Quarterly),Business Cycle Indicators,iccima-iran,THIN,SHORT,1,1,9,9,6,8,2019,2024,National Business Environment Index
iran_cement_production_1954_1980,Cement (Hydraulic) Production,Mining & Minerals Production,pahlavi-era-primary-extraction:wb1960-industrial-production-1954-1959 + usgs-minerals-yearbook,OK,,2,1,21,16,20,12,1961,1980,"Cement, hydraulic"
iran_census1996__population_by_sex_residence,"Population by Sex and Urban/Rural-Resident/Non-Resident Status, 1996 Census",Demographics & Population,sci-amar-via-iran-census-historical,THIN,SPARSE|SHORT|FLAT|MANY_VARIANTS,12,1,12,1,1,1,1996,1996,both — total_population
iran_census__fertility_family_planning_1956_1991,"Fertility, Family Planning & Contraceptive Distribution (1956-1991)",Health,iranica-online,THIN,SPARSE|SHORT|FLAT|MANY_VARIANTS,9,1,5,1,1,1,1986,1986,Average number of children born per woman
iran_census__household_development_by_residence_1976_2016,Households & Average Household Size by Urban/Rural Residence (1976-2016),Demographics & Population,sci-iran-census,THIN,SPARSE,6,1,36,6,41,6,1976,2016,households
iran_census__household_size_by_province_2011,Average Household Size by Province (2011 Census),Demographics & Population,sci-iran-census,THIN,SPARSE|SHORT|FLAT|MANY_VARIANTS,31,1,62,2,6,2,2006,2011,average_household_size — Eastern Azerbaijan
iran_census__housing_tenure_type_2006_2016,"Housing Tenure Type, National (2006-2016)",Demographics & Population,sci-iran-census,OK,MANY_VARIANTS,10,1,41,9,11,9,2006,2016,tenure_owned_land_and_building
iran_census__marital_status_2006_2016,Population Aged 10+ by Marital Status and Sex (2006-2016),Demographics & Population,sci-iran-census,THIN,SPARSE|MANY_VARIANTS,10,1,30,3,11,3,2006,2016,marital_status_married_male
iran_census__marriage_migration_patterns_1956_1991,"Marriage Age Gap, Internal Migration & Post-Revolution Exile Population (1956-1991)",Demographics & Population,iranica-online,THIN,SPARSE|FLAT|MANY_VARIANTS,8,1,7,2,11,2,1976,1986,Share of women aged 10-49 who were married
iran_census__mean_median_age_by_residence_2006_2016,Mean & Median Age of Population by Urban/Rural Residence (2006-2016),Demographics & Population,sci-iran-census,THIN,SPARSE|MANY_VARIANTS,8,1,24,3,11,3,2006,2016,mean_age_both_sexes
iran_census__nomadic_population_1900_1990s,Nomadic Population Counts & Share of Rural Population (c.1900-1990s),Demographics & Population,iranica-online,THIN,SPARSE|SHORT|FLAT,4,1,4,1,1,1,1987,1987,"Total nomadic population (first dedicated nomad census, summer 1987)"
iran_census__population_by_nationality_citizenship_2006_2016,"Population by Citizenship/Nationality, 2006-2016",Migration,sci-iran-census,THIN,SPARSE|MANY_VARIANTS,13,1,32,3,11,3,2006,2016,nationality_iran
iran_census__population_by_religion_2011,Population by Religion (2011 Census),Demographics & Population,sci-iran-census,THIN,SPARSE|SHORT|FLAT,6,1,12,2,6,2,2006,2011,religion_muslim — Total country
iran_census__premodern_local_counts_1868_1884,"Pre-Modern Local Population Counts (Tehran 1868, Shiraz 1883-84, Kerman 1874)",Demographics & Population,iranica-online,THIN,SPARSE|SHORT|FLAT,5,1,4,1,1,1,1874,1874,Population of Kerman city
iran_census__sex_ratio_by_province_2011,Sex Ratio (Males per 100 Females) by Province (2011 Census),Demographics & Population,sci-iran-census,THIN,SPARSE|SHORT|FLAT|MANY_VARIANTS,31,1,62,2,6,2,2006,2011,sex_ratio_males_per_100_females — Eastern Azerbaijan
iran_census__tehran_city_population_growth_1956_1972,"Tehran City Population, Household Size & National Primacy Share (1956-1972)",Demographics & Population,world-bank-archives-iran,THIN,SPARSE|SHORT|FLAT|MANY_VARIANTS,11,1,11,1,1,1,1966,1966,Tehran share of national population
iran_census__urban_rural_household_indicators_2011,Household Size & Sex Share by Urban/Rural Residence (2011 Census),Demographics & Population,sci-iran-census,THIN,SPARSE|SHORT,4,1,24,6,6,6,2006,2011,households — Total country
iran_census__wb_archives_reproduction_family_size_1966_1982,"Gross/Net Reproduction Rate & Completed Family Size, Rural vs. Tehran (1966-1982)",Health,world-bank-archives-iran,THIN,SPARSE|FLAT|MANY_VARIANTS,9,1,10,2,11,2,1972,1982,Gross reproduction rate (Plan Organization projection made in 1971)
iran_chromite_production_1961_1980,Chromite (Chrome Ore) Production,Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Chromite (gross weight)),OK,,1,1,16,16,20,12,1961,1980,Chromite (gross weight)
iran_cigarette_production_1954_1959,Cigarette Production,Industry / Light Manufacturing,pahlavi-era-primary-extraction:wb1960-industrial-production-1954-1959,THIN,SPARSE|SHORT,1,1,5,5,5,4,1955,1959,Cigarettes
iran_coal_production_1961_1980,Coal Production (Non-Oil),Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Coal),OK,,1,1,16,16,20,11,1961,1980,Coal
iran_coke_production_1961_1980,Coke Production,Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Coke),OK,,1,1,16,16,20,8,1961,1980,Coke
iran_copper_production_by_stage_1961_1980,"Copper Production, Mine Output, Smelter Output & Refined",Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity contains 'Copper'),OK,,4,1,32,11,13,11,1968,1980,Copper mine output (metal content)
iran_crude_steel_production_1973_1980,Crude Steel Production,Mining & Minerals Production,"usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Steel, crude)",OK,,1,1,8,8,8,6,1973,1980,"Steel, crude"
iran_data_portal__employment_by_gender_1966_2011,"Employment by Gender, Absolute Headcounts & Female Share (1966-2011)",Labor & Employment,iran-data-portal,OK,,4,1,184,46,46,46,1967,2012,employed male
iran_data_portal__employment_by_sector_1956_2011,"Employment by Sector, 14-Sector Breakdown, Absolute Headcounts (1956-2011)",Labor & Employment,iran-data-portal,OK,MANY_VARIANTS,14,1,784,56,56,56,1957,2012,Agriculture
iran_data_portal__housing_units_by_household_size_1966_2006,"Housing Units by Number of Resident Households, Census Years (1966-2006)",Housing,iran-data-portal,THIN,SPARSE,5,1,25,5,41,5,1966,2006,Total housing units
iran_disasters__employed_by_occupation_gender_2005_2013,"Employed Persons by Occupation Category x Sex x Urban/Rural/Total, Annual (2005-2013)",Labor & Employment,iran-data-portal,OK,MANY_VARIANTS,11,1,99,9,9,9,2006,2014,Total — Both — total
iran_disasters__mean_age_at_first_marriage_1966_2006,"Mean Age at First Marriage by Sex, Urban/Rural/Total (6 Census Years, 1966-2006)",Social Statistics (Marriage & Vital Registration),iran-data-portal,THIN,SPARSE,6,1,36,6,41,6,1966,2006,total — Male
iran_disasters__registered_births_by_sex_1991_2006,"Registered Births by Sex, National Annual (1991-2006) + All Provinces (2006)",Demographics & Population,iran-data-portal,OK,,3,1,72,24,16,24,1991,2006,Both — Total country
iran_disasters__ssi_pensioners_amounts_paid_1991_2006,"Social Security Organization Pensioners & Amounts Paid, by Category (1991-2006)",Social Protection,iran-data-portal,OK,MANY_VARIANTS,11,1,85,8,16,8,1991,2006,total — number
iran_energy__national_balance_1386_1394,Iran National Energy Balance Sheet (SH1386-1394),Energy,iran-data-portal,OK,MANY_VARIANTS,12,1,108,9,9,9,2007,2015,production — total_energy
iran_energy__natural_gas_consumption_1370_1385,"Natural Gas Consumption: Flared, Delivered to NIGC, Injection",Energy,iran-data-portal,OK,,3,1,24,8,16,8,1991,2006,Gas delivered to National Iranian Gas  Company
iran_energy__npc_petrochemical_production_1375_1385,National Petrochemical Company Production by Category,Energy,iran-data-portal,THIN,SPARSE,6,1,42,7,11,7,1996,2006,Total
iran_energy__oil_product_domestic_consumption_cbi_1996_2017,Oil Product Domestic Consumption,Energy,"cbi-iran-annual-review (Table 8, sourced to Ministry of Petroleum)",OK,MANY_VARIANTS,7,1,153,22,22,22,1996,2017,total
iran_energy__oil_product_production_by_refinery_sci_2001_2017,Oil Product Production by Refinery,Energy,"sci-amar (Statistical Yearbook 1399, Ch.7 Table 7.3, sourced to Ministry of Oil)",THIN,SPARSE|MANY_VARIANTS,10,1,40,6,17,6,2001,2017,liquefied gas
iran_energy__oil_products_imports_1370_1385,"Oil Product Imports by Type (Motor Spirit, Kerosene, Gas Oil, Aviation Spirit)",Energy,iran-data-portal,OK,,5,1,40,8,16,8,1991,2006,Total
iran_fx__gold_coin_bahar_azadi_price_daily_2013_2026,"Bahar Azadi Gold Coin Price, Rial, Daily (2013-07-22 to 2026-07-11)",Precious Metals Prices,tgju,OK,MANY_VARIANTS,7,1,22359,3432,14,2449,2013,2026,Bahar Azadi gold coin price — open
iran_fx__gold_coin_emami_price_daily_2010_2026,"Emami Gold Coin Price, Rial, Daily (2010-04-04 to 2026-07-11)",Precious Metals Prices,tgju,OK,MANY_VARIANTS,7,1,27243,4237,17,3423,2010,2026,Emami gold coin price — open
iran_gasoline_consumption_1955_1972,National Gasoline Consumption,Energy / Transport,pahlavi-era-primary-extraction:wb1962-gasoline-consumption-1955-1962,OK,,1,1,18,18,17,18,1956,1972,Gasoline consumption
iran_giews__cereal_import_requirements_2010_2027,GIEWS Cereal Import Requirement Forecasts by Grain Type (2010/11-2026/27),Trade (Imports),fao-giews,THIN,,5,1,51,15,0,10,,,wheat
iran_giews__wheat_guaranteed_purchase_price_2013_2026,"Government-Guaranteed Wheat Procurement Price, Common & Durum (2013-2026)",Government Finance,fao-giews,OK,,2,1,12,8,14,7,2013,2026,Common wheat guaranteed purchase price
iran_gypsum_production_1968_1980,Gypsum Production,Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Gypsum),OK,,1,1,11,11,13,10,1968,1980,Gypsum
iran_household__heis_analysis_growth_poverty_gini_2023_2025,"Household Expenditure, Poverty and Inequality",Household Consumption,salehi-isfahani-heis-analysis,THIN,SPARSE|SHORT|FLAT|MANY_VARIANTS,10,1,12,2,2,2,2023,2024,poverty rate pct
iran_imidro__exports_by_product_group_2011_2015,IMIDRO Subsidiary Exports by Product Group,Trade & Investment,imidro-iran,THIN,SPARSE|SHORT,5,1,20,4,3,3,2012,2014,export — Steel — value
iran_imidro__sales_by_product_group_2011_2015,IMIDRO Subsidiary Sales by Product Group,Trade & Investment,imidro-iran,THIN,SPARSE|SHORT|MANY_VARIANTS,7,1,27,4,3,4,2012,2014,sales — Total — value
iran_insurance__bmi_own_financial_highlights_1386_1391,Bimeh Markazi Iran (Reinsurer) Own Financial Highlights,Financial Sector / Insurance,bimeh-markazi-iran,THIN,SHORT|MANY_VARIANTS,8,1,96,12,6,8,2007,2012,incurred_loss_million_irr
iran_insurance__companies_by_ownership_1385_1391,Iranian Insurance Companies by Ownership Type (State vs. Private) & Employment,Financial Sector / Insurance,bimeh-markazi-iran,THIN,SHORT|MANY_VARIANTS,9,1,90,10,7,10,2006,2012,state_owned_employees
iran_insurance__earned_premium_by_class_1383_1389,Insurance Earned Premium by Class,Financial Sector / Insurance,bimeh-markazi-iran,THIN,SPARSE|SHORT|MANY_VARIANTS,12,1,40,4,7,4,2004,2010,Fire — earned_premium_million_irr
iran_insurance__incurred_loss_by_class_1383_1389,Insurance Incurred Loss by Class,Financial Sector / Insurance,bimeh-markazi-iran,THIN,SPARSE|SHORT|MANY_VARIANTS,12,1,40,4,7,4,2004,2010,Fire — incurred_loss_million_irr
iran_insurance__market_direct_premium_1379_1384,Iranian Insurance Market: Direct Premium Written & Growth Rate,Financial Sector / Insurance,bimeh-markazi-iran,THIN,SPARSE|SHORT,2,1,12,6,6,6,2000,2005,direct_premium_million_irr
iran_insurance__market_earned_premium_incurred_loss_1379_1391,"Iranian Insurance Market: Earned Premium, Incurred Loss & Loss Ratio",Financial Sector / Insurance,bimeh-markazi-iran,OK,,3,1,78,26,13,19,2000,2012,loss_ratio_pct
iran_insurance__sales_network_1382_1391,Iranian Insurance Market: Sales Network (SH1382-1391),Financial Sector / Insurance,bimeh-markazi-iran,OK,MANY_VARIANTS,8,1,139,19,10,14,2003,2012,number_of_policies
iran_iron_ore_production_1961_1980,Iron Ore Production (Gross Weight),Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity contains 'Iron ore'),OK,,2,1,16,13,20,11,1961,1980,Iron ore (gross weight)
iran_lead_production_by_stage_1961_1980,"Lead Production, Mine Output & Smelter/Ingot Output",Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity contains 'Lead'),OK,,2,1,22,16,20,12,1961,1980,Lead - content of concentrate / mine output metal content
iran_manganese_ore_production_1961_1980,Manganese Ore Production,Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity contains 'Manganese'),OK,,1,1,16,16,20,11,1961,1980,Manganese ore (gross weight)
iran_media__cinema_theaters_attendance_1932_1986,Cinema: Movie-House Counts & Audience Attendance (1932-1986),Media & Culture,iran-media-history:iranica-cinema-history,THIN,SPARSE|FLAT|MANY_VARIANTS,10,1,12,2,30,2,1950,1979,cinemas_total
iran_media__film_production_industry_1941_1982,"Film Production, Distribution & Censorship (1941-1982)",Media & Culture,iran-media-history:iranica-cinema-history,THIN,SPARSE,4,1,12,4,18,4,1959,1976,full_length_films_produced
iran_media__press_periodicals_1898_1988,"Newspaper & Periodical Counts, Adult Literacy by Gender (1898-1988)",Media & Culture,iran-media-history:iranica-press-newspapers,THIN,SPARSE|SHORT|FLAT|MANY_VARIANTS,13,1,13,1,1,1,1898,1898,first_daily_newspaper_founded
iran_monetary__government_debt_to_central_bank_1978_2016,Government Debt to the Central Bank,Government Finance,iran-data-portal,OK,,3,1,462,154,39,154,1978,2016,govt debt to cbi total
iran_monetary__liquidity_m2_monetary_base_2000_2023,Money Supply and Monetary Base,Government Finance,cbi-iran,OK,,4,1,56,23,23,23,2001,2023,Liquidity (M2)
iran_opec__heavy_crude_spot_price_2020_2024,"Iran Heavy Crude Oil Spot Price, OPEC Reference Basket (2020-2024)",Energy,opec-asb,THIN,SPARSE|SHORT,1,1,5,5,5,5,2020,2024,Iran Heavy crude oil spot price (OPEC Reference Basket component)
iran_opec__natural_gas_2020_2024,"Natural Gas Reserves, Production, Exports, Imports & Demand (OPEC, 2020-2024)",Energy,opec-asb,THIN,SPARSE|SHORT,5,1,25,5,5,5,2020,2024,Natural gas marketed production
iran_pig_iron_production_1973_1980,Pig Iron Production,Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Pig iron),OK,,1,1,8,8,8,7,1973,1980,Pig iron
iran_pmi__sectoral_fy1403,Iran Purchasing Managers' Index (PMI) by Manufacturing Sub-Sector (13 sectors),Business Cycle Indicators,iccima-iran,THIN,SHORT|MANY_VARIANTS,13,1,2028,156,2,151,2024,2025,Purchasing Managers’ Index (PMI) – Manufacturing Sector
iran_pmi__whole_economy_fy1403,"Iran Purchasing Managers' Index (PMI), Whole Economy, Monthly",Business Cycle Indicators,iccima-iran,THIN,SHORT,1,1,156,156,2,151,2024,2025,Purchasing Managers’ Index (PMI) – Whole Economy
iran_processed_sugar_output_pahlavi_era,Processed (Refined) Sugar Output,Industry / Light Manufacturing,pahlavi-era-primary-extraction:wb1960-industrial-production-1954-1959,THIN,SPARSE|SHORT,1,1,5,5,5,5,1955,1959,Sugar
iran_processed_tea_output_pahlavi_era,"Processed Tea Output (Manufacturing, not Raw Leaf)",Industry / Light Manufacturing,pahlavi-era-primary-extraction:wb1960-industrial-production-1954-1959,THIN,SPARSE|SHORT,1,1,5,5,5,4,1955,1959,Tea
iran_provincial__bank_loan_deposit_ratio_1397_1401,Bank Loan-to-Deposit Ratio by Province,Financial Sector / Insurance,sci-provincial-standing-indicators,THIN,SPARSE|SHORT|FLAT|MANY_VARIANTS,32,1,160,2,2,2,2019,2020,bank_loans_to_deposits_ratio_pct — کل کشور
