law_id,law_date,law_title_fa,n_charts,source_path
211f3347df5a,1969,قانون قرارداد بين ايران و جمهوري فدرال آ ... تناب از اخذ ماليات مضاعف از درآمد و ثروت,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_قرارداد_بين_ايران_و_جمهوري_فدرال_آ_..._تناب_از_اخذ_ماليات_مضاعف_از_درآمد_و_ثروت_13580693918325794529.txt
7938c1b8722a,1982,قانون ترميم اعتبار هزينه هاي ناشي از جنگ تحميلي و منابع تأمين اعتبار قانون بودجه سال 1360,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_ترميم_اعتبار_هزينه_هاي_ناشي_از_جنگ_تحميلي_و_منابع_تأمين_اعتبار_قانون_بودجه_سال_1360_6016514299910030967.txt
5268cd7cdd3c,2019,رأي شماره 67 هيأت عمومي ديوان عدالت ادار ... ارجي بابت تسهيلات مالي و وام هاي اعطايي,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_67_هيأت_عمومي_ديوان_عدالت_ادار_..._ارجي_بابت_تسهيلات_مالي_و_وام_هاي_اعطايي__3342540252649092257.txt
815af8f1dd5e,2011,آيين نامه اجرايي ماده 10 قانون نظام جامع دامپروري كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده_10_قانون_نظام_جامع_دامپروري_كشور_14894227007394982080.txt
8abd2e4206a7,1965,قانون پرداخت چهار ميليون دلار وام بشركت  ... در شركت نفت ايران و ايتاليا  سريپ Sirip,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_پرداخت_چهار_ميليون_دلار_وام_بشركت__..._در_شركت_نفت_ايران_و_ايتاليا__سريپ_Sirip__12090754873949794994.txt
d92731327824,1969,قانون معافيت سيمانهاي صادر از كشور از حقوق و عوارض گمركي,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_معافيت_سيمانهاي_صادر_از_كشور_از_حقوق_و_عوارض_گمركي_1199374812453211127.txt
b15c6d205d64,1966,قانون استرداد حقوق گمركي مواد اوليه مصنوعات ماشيني كارخانجات داخلي,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_استرداد_حقوق_گمركي_مواد_اوليه_مصنوعات_ماشيني_كارخانجات_داخلي_4974709325418568673.txt
e41e6a5f7533,2005,ضوابط زيست محيطي فعاليتهاي معدني,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/ضوابط_زيست_محيطي_فعاليتهاي_معدني_13035544314544840229.txt
e7926bd62a94,2012,آيين نامه اجرايي ماده  15  قانون نظام جامع دامپروري كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده__15__قانون_نظام_جامع_دامپروري_كشور_190045984107697531.txt
7ca674596dd6,1973,قانون قرارداد الحاقي بقرارداد بين شركت م ... روليوم كورپوريشن   شركت نفت اموكو ايران,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_قرارداد_الحاقي_بقرارداد_بين_شركت_م_..._روليوم_كورپوريشن___شركت_نفت_اموكو_ايران__15441119429695311912.txt
11429348210c,2006,قانون تعيين سقف انتشار اوراق مشاركت توسط بانك مركزي جمهوري اسلامي ايران,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تعيين_سقف_انتشار_اوراق_مشاركت_توسط_بانك_مركزي_جمهوري_اسلامي_ايران_4166782502946294201.txt
4667b6fdd6e7,2007,قانون انتشار اوراق مشاركت توسط بانك مركزي جمهوري اسلامي ايران,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_انتشار_اوراق_مشاركت_توسط_بانك_مركزي_جمهوري_اسلامي_ايران_897265275670440898.txt
a05aac5db90c,2007,قانون انتشار  اوراق مشاركت تو سط بانك مركزي جمهوري اسلامي ايران,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_انتشار__اوراق_مشاركت_تو_سط_بانك_مركزي_جمهوري_اسلامي_ايران_12650750236605492243.txt
5154287b2cf2,2006,قانون استقلال شركتهاي توزيع نيروي برق دراستانها,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_استقلال_شركتهاي_توزيع_نيروي_برق_دراستانها_15620689772000334374.txt
ea834e0f1618,1971,قانون اجازه اجراي موافقت نامه ايران با شركتهاي خريدار نفت خام,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_اجراي_موافقت_نامه_ايران_با_شركتهاي_خريدار_نفت_خام_13813531494730244607.txt
52d7c2262251,1976,اجازه اعتبار سنوات آتي شاه لوله دوم گاز ايران,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/اجازه_اعتبار_سنوات_آتي_شاه_لوله_دوم_گاز_ايران_6980482230411012150.txt
8c95249204ae,2007,آيين نامه اجرايي قانون اصلاح جداول شماره ...  گاز خيز و شهرستانها و بخشهاي محروم كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قانون_اصلاح_جداول_شماره_...__گاز_خيز_و_شهرستانها_و_بخشهاي_محروم_كشور_13767314387221665574.txt
9431b60363c0,2002,آيين نامه  اجرايي  ماده  12 اصلاحي  قانون  نحوه  انتشار اوراق  مشاركت مصوب  1379,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه__اجرايي__ماده__12_اصلاحي__قانون__نحوه__انتشار_اوراق__مشاركت_مصوب__1379_6641102784316018618.txt
909482df772d,1950,اصلاح برخي از مواد آئين نامه ارز,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_برخي_از_مواد_آئين_نامه_ارز_16029885013154502800.txt
92162cf1e854,1974,قانون اجازه اجراي اساسنامه شركت ملي نفت ايران,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_اجراي_اساسنامه_شركت_ملي_نفت_ايران_5501452808701632555.txt
9b7d8aad2c61,1979,لايحه قانوني بخشودگي زيان ديركرد وامهاي پرداختي به زارعين چغندركار,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_بخشودگي_زيان_ديركرد_وامهاي_پرداختي_به_زارعين_چغندركار_15415404603072472743.txt
6ee7265a1f08,1967,اختصاص مبلغ پنجاه ميليون ريال اعتبار فوق ... يداري سال جاري در اختيار سازمان غله كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/اختصاص_مبلغ_پنجاه_ميليون_ريال_اعتبار_فوق_..._يداري_سال_جاري_در_اختيار_سازمان_غله_كشور_12388811070440193444.txt
d164f65568bd,1975,تعهد اعتبار سنوات آتي طرح لوله كشي نفت,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/تعهد_اعتبار_سنوات_آتي_طرح_لوله_كشي_نفت__2740974148958242875.txt
619874bf46b9,2000,قانون استفساريه ماده  29  قانون معادن مصوب 27  2  1377 مجلس شوراي اسلامي,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_استفساريه_ماده__29__قانون_معادن_مصوب_27__2__1377_مجلس_شوراي_اسلامي_3157232943612020223.txt
e14c9382596c,1978,اعتبار طرحهاي عمراني  سرمايه گذاري ثابت  در سال 2537,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/اعتبار_طرحهاي_عمراني__سرمايه_گذاري_ثابت__در_سال_2537_3670645585001925771.txt
ce52030420e4,2025,آيين نامه اجرايي جزء  7  بند  د  ماده  4 ... ا واحدهاي پايين دستي در طول زنجيره ارزش,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_جزء__7__بند__د__ماده__4_..._ا_واحدهاي_پايين_دستي_در_طول_زنجيره_ارزش__12248809347344311861.txt
5c17f02de82c,1996,تصویب‌نامه در خصوص افزایش گروه شغلی کارکنان دولت با اصلاحات و الحاقات بعدی,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/4413070713083844822_4413070713083844822.txt
