chart_id	title	category	year_range
wdi__TM.VAL.MRCH.R2	Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)	Trade (Imports)	
wdi__TM.VAL.MRCH.R3	Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports)	Trade (Imports)	
wdi__TM.VAL.MRCH.R4	Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports)	Trade (Imports)	
wdi__TM.VAL.MRCH.R5	Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports)	Trade (Imports)	
wdi__TM.VAL.MRCH.R6	Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)	Trade (Imports)	
wdi__TM.VAL.MRCH.OR	Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports)	Trade (Imports)	
wdi__TM.VAL.MRCH.WR	Merchandise imports from low- and middle-income economies within region (% of total merchandise imports)	Trade (Imports)	
wdi__TM.VAL.MMTL.ZS	Ores and metals imports (% of merchandise imports)	Trade (Imports)	
wdi__TM.TAX.MRCH.SM.AR	Tariff rate, applied, simple mean, all products	Trade (Imports)	
wdi__TM.TAX.MANF.SM.AR	Tariff rate, applied, simple mean, manufactured products	Trade (Imports)	
wdi__TM.TAX.TCOM.SM.AR	Tariff rate, applied, simple mean, primary products	Trade (Imports)	
wdi__TM.TAX.MRCH.WM.AR	Tariff rate, applied, weighted mean, all products	Trade (Imports)	
wdi__TM.TAX.MANF.WM.AR	Tariff rate, applied, weighted mean, manufactured products	Trade (Imports)	
wdi__TM.TAX.TCOM.WM.AR	Tariff rate, applied, weighted mean, primary products	Trade (Imports)	
wdi__TM.TAX.MRCH.SM.FN	Tariff rate, most favored nation, simple mean, all products	Trade (Imports)	
wdi__TM.TAX.MANF.SM.FN	Tariff rate, most favored nation, simple mean, manufactured products	Trade (Imports)	
wdi__TM.TAX.TCOM.SM.FN	Tariff rate, most favored nation, simple mean, primary products	Trade (Imports)	
wdi__TM.TAX.MRCH.WM.FN	Tariff rate, most favored nation, weighted mean, all products	Trade (Imports)	
wdi__TM.TAX.MANF.WM.FN	Tariff rate, most favored nation, weighted mean, manufactured products	Trade (Imports)	
wdi__TM.TAX.TCOM.WM.FN	Tariff rate, most favored nation, weighted mean, primary products	Trade (Imports)	
wdi__TM.VAL.TRAN.ZS	Transport services (% of commercial service imports)	Trade (Imports)	
wdi__TM.VAL.TRVL.ZS	Travel services (% of commercial service imports)	Trade (Imports)	
specialty_goods__tobacco_monopoly_1890_1995	Tobacco Monopoly: Regie Concession, Dokhaniyat Conversion & Workforce (1890-1995)	Trade Institutions & Policy History	1890-1995 (sparse)
