score,matched,law_id,folder,title,jalali_date,gregorian_year,enacting_body,text_len,path,doc_type
24,سهام,03aa2f5f20f6,general_laws,لايحه قانوني مربوط بموافقت نامه تفحص و ا ... شركت سهامي پان امريكن پتروليوم كورپوريشن,1337/03/07,1958,مجلس شورای ملی,77642,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_مربوط_بموافقت_نامه_تفحص_و_ا_..._شركت_سهامي_پان_امريكن_پتروليوم_كورپوريشن_11998731674861731395.txt,other
24,تعرفه|حقوق گمرکی,2a03c3f85247,general_laws,قانون موافقتنامه بازرگاني بين دولت جمهوري اسلامي ايران و دولت جمهوري اوكراين,1381/02/08,2002,مجلس شورای اسلامی,8768,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_موافقتنامه_بازرگاني_بين_دولت_جمهوري_اسلامي_ايران_و_دولت_جمهوري_اوكراين_4199386746734494833.txt,law
24,اصلاحات ارضی|بودجه|بورس,87a08155e3ef,general_laws,قانون بودجه سال 1347 كل كشور,1346/12/29,1968,مجلس شورای ملی,10435,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1347_كل_كشور_602568302939527201.txt,law
24,تعرفه|حقوق گمرکی,72f1acfdcffd,general_laws,قانون موافقتنامه بازرگاني بين دولت جمهوري اسلامي ايران و دولت جمهوري مردمي بنگلادش,1386/05/14,2007,مجلس شورای اسلامی,8195,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_موافقتنامه_بازرگاني_بين_دولت_جمهوري_اسلامي_ايران_و_دولت_جمهوري_مردمي_بنگلادش_7080133898208081859.txt,law
24,تعرفه|حقوق گمرکی,b82fa51e5941,general_laws,قانون موافقتنامه بازرگاني بين دولت جمهور ... مهوري دمكراتيك فدرال اتيوپي و اصلاحيه آن,1386/05/07,2007,مجلس شورای اسلامی,11746,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_موافقتنامه_بازرگاني_بين_دولت_جمهور_..._مهوري_دمكراتيك_فدرال_اتيوپي_و_اصلاحيه_آن_17713262521167079851.txt,amendment
24,حقوق گمرکی|عوارض|مالیات بر ارزش افزوده|واردات,5c17272b5132,general_laws,قانون معافيت اجناس وارداتي سازمان تعاون  ... ز پرداخت حقوق و عوارض گمركي و ساير عوارض,1353/04/09,1974,مجلس شورای ملی,2753,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_معافيت_اجناس_وارداتي_سازمان_تعاون__..._ز_پرداخت_حقوق_و_عوارض_گمركي_و_ساير_عوارض_4983245451477494474.txt,law
24,تعرفه|حقوق گمرکی,46fd68018291,general_laws,قانون موافقتنامه بازرگاني بين دولت جمهوري اسلامي ايران و دولت جمهوري جيبوتي,1383/09/22,2004,مجلس شورای اسلامی,7825,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_موافقتنامه_بازرگاني_بين_دولت_جمهوري_اسلامي_ايران_و_دولت_جمهوري_جيبوتي_4316092577961612981.txt,law
24,بودجه,0595c6681537,general_laws,قانون متمم بودجه کل سال ۱۳۱۹ کشور با اصلاحات و الحاقات بعدی,1318/12/28,1940,مجلس شورای ملی,7958,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/13213774277754100691_13213774277754100691.txt,law
24,تجارت,a657137369ce,general_laws,قانون اجازه مبادله قرارداد اقامت وتجارت  ... قده بين دولتين ايران واتحاد جماهير شوروي,1310/12/10,1932,مجلس شورای ملی,39881,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_مبادله_قرارداد_اقامت_وتجارت__..._قده_بين_دولتين_ايران_واتحاد_جماهير_شوروي_15481870330988640364.txt,law
24,بورس,03e2f5f7e36a,general_laws,قانون اجازه تحصيل چهل و دو ميليون دلار و ... ن المللي ترميم و توسعه جهت ساختمان سد دز,1339/03/02,1960,مجلس شورای ملی,30510,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_تحصيل_چهل_و_دو_ميليون_دلار_و_..._ن_المللي_ترميم_و_توسعه_جهت_ساختمان_سد_دز_4502139951493605572.txt,law
24,اصلاحات ارضی|سهام,d2fd4bd5a48e,general_laws,قانون تشكيل شركتهاي سهامي زراعي,1352/02/03,1973,مجلس شورای ملی,16675,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تشكيل_شركتهاي_سهامي_زراعي_16068048483143575444.txt,law
24,صنعت,178ad77e2073,general_laws,قانون توسعه صنعت ايرانگردي و جهانگردي,1370/07/07,1991,مجلس شورای اسلامی,8913,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_توسعه_صنعت_ايرانگردي_و_جهانگردي_9451509928010684424.txt,law
24,قیمت‌گذاری|ملی شدن,8cad78dc2982,general_laws,لايحه قانوني اداره امور بانكها,1358/07/03,1979,شورای انقلاب جمهوری اسلامی ایران,8316,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_اداره_امور_بانكها_7751791002754711917.txt,other
24,بودجه|بورس|تعرفه,732bcf72e977,general_laws,قانون متمم بودجه سال ۳۱۳ مملکتی مصوب ۲۶ اسفندماه ۳۱۲ با اصلاحات و الحاقات بعدی,1312/12/26,1934,اسفندماه ۳۱۲ با اصلاحات و الحاقات بعدی,25466,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/17830233831953880215_17830233831953880215.txt,law
24,بورس,3a193b0c0416,useful_laws,قانون محاسبات عمومي كشور,1366/06/01,1987,مجلس شورای اسلامی,455982,/Users/rohamhosseini/Documents/scraper simple/laws_clean/useful_laws/قانون محاسبات عمومي كشور.txt,law
23,بودجه|یارانه,e7964df3327f,Aeen-Nameh,آيين نامه اجرايي بند  ح  تبصره  3  قانون بودجه سال 1383 كل كشور,1383/02/16,2004,هیات وزیران,9955,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__ح__تبصره__3__قانون_بودجه_سال_1383_كل_كشور_6746881185683090802.txt,law
23,بورس|نقدینگی,bfc8ad969556,Aeen-Nameh,دستورالعمل تبادل اطلاعات موديان مالياتي موضوع ماده  120  قانون برنامه پنجم توسعه,1390/10/25,2012,هیات وزیران,3561,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_تبادل_اطلاعات_موديان_مالياتي_موضوع_ماده__120__قانون_برنامه_پنجم_توسعه_2790180033645125830.txt,law
23,بودجه|مالیات بر ارزش افزوده,ce783ea356a7,Aeen-Nameh,آيين نامه اجرايي بند  7  ماده واحده قانون بودجه سال 1388 كل كشور,1388/10/30,2010,هیات وزیران,3098,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__7__ماده_واحده_قانون_بودجه_سال_1388_كل_كشور_2960610994599040144.txt,law
23,بودجه|بورس|نقدینگی,a116322fcd1d,Aeen-Nameh,آيين نامه اجرايي بند  ز  تبصره  5  قانون بودجه سال 1395 كل كشور,1395/06/03,2016,هیات وزیران,6204,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__ز__تبصره__5__قانون_بودجه_سال_1395_كل_كشور_357861560023262331.txt,law
23,اصل ۴۴|بورس|خصوصی‌سازی,a6486a043c24,Aeen-Nameh,آيين نامه اجرايي روش هاي واگذاري,1388/09/14,2009,وزیران عضو کارگروه تصویب آیین‌نامه‌های قانون اصلاح موادی از ,7164,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_روش_هاي_واگذاري_217000780089445959.txt,other
23,نقدینگی|یارانه,fc6cf1197aaf,Aeen-Nameh,اصلاح آيين نامه اجرايي گسترش بنگاههاي كوچك اقتصادي زودبازده وكارآفرين,1385/02/03,2006,هیات وزیران,2170,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_اجرايي_گسترش_بنگاههاي_كوچك_اقتصادي_زودبازده_وكارآفرين_6835970575960750483.txt,other
23,اعتبار|بورس|نقدینگی,8413eded7884,Aeen-Nameh,آيين نامه نحوه تأسيس و اداره مؤسسات اعتباري غيردولتي,1393/10/28,2015,هیات وزیران,32870,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_نحوه_تأسيس_و_اداره_مؤسسات_اعتباري_غيردولتي_5938111970652424288.txt,other
23,بودجه|بورس|خرید تضمینی,2ea2992acd52,Aeen-Nameh,آيين نامه اجرايي تبصره  35  و رديف  1  ج ... قانون اصلاح قانون بودجه سال 1395 كل كشور,1395/10/29,2017,هیات وزیران,7576,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_تبصره__35__و_رديف__1__ج_..._قانون_اصلاح_قانون_بودجه_سال_1395_كل_كشور_2809902551737319259.txt,law
23,قیمت‌گذاری|نقدینگی,767c4e5d0521,Aeen-Nameh,آيين نامه اجرايي قانون احداث پروژه هاي ع ... كت بانك ها و ساير منابع مالي و پولي كشور,1394/01/16,2015,هیات وزیران,20705,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قانون_احداث_پروژه_هاي_ع_..._كت_بانك_ها_و_ساير_منابع_مالي_و_پولي_كشور_16815862626278316525.txt,law
23,صنعت,c262ff972a24,Aeen-Nameh,آئيننامه كمكهاي مالي و تجهيزاتي به دارندگان مجوزهاي تحقيقات صنعتي,1366/11/28,1988,هیات وزیران,4429,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/_آئيننامه_كمكهاي_مالي_و_تجهيزاتي_به_دارندگان_مجوزهاي_تحقيقات_صنعتي_13683078841803037194.txt,other
23,قیمت‌گذاری,87d755292afa,Aeen-Nameh,آيين نامه تأمين مسكن آزادگان، جانبازان و خانواده شهدا,1391/07/16,2012,وزیران عضو کارگروه مسکن,9043,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_تأمين_مسكن_آزادگان،_جانبازان_و_خانواده_شهدا_14161051273258280173.txt,other
23,بودجه|مالیات بر ارزش افزوده,b1b5a2b0b482,Aeen-Nameh,آيين نامه اجرايي بند  3  قانون بودجه سال 1392 كل كشور,1392/08/12,2013,هیات وزیران,26261,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__3__قانون_بودجه_سال_1392_كل_كشور_6048315682545179161.txt,law
23,بودجه|خرید تضمینی|نقدینگی,9f2266ef9dea,Aeen-Nameh,آيين نامه اجرايي بندهاي  ب ، پ ، ت ، ث ، ...   تبصره  3  قانون بودجه سال 1383 كل كشور,1383/03/17,2004,هیات وزیران,38324,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بندهاي__ب_،_پ_،_ت_،_ث_،_...___تبصره__3__قانون_بودجه_سال_1383_كل_كشور_244242780055651192.txt,law
23,بورس,e19bd72c76b0,Aeen-Nameh,آيين  نامه طبقه  بندي و تشخيص صلاحيت پيمانكاران,1381/12/04,2003,هیات وزیران,20909,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين__نامه_طبقه__بندي_و_تشخيص_صلاحيت_پيمانكاران_9609465574823013403.txt,other
23,بودجه|یارانه,cec4938bad28,Aeen-Nameh,آيين نامه اجرايي بند   7   ماده واحده قانون بودجه سال 1387 كل كشور,,,", ۰۵ , ۱۲",4134,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند___7___ماده_واحده_قانون_بودجه_سال_1387_كل_كشور_9565807177213703318.txt,law
23,بودجه|یارانه,4cc88ec316c4,Aeen-Nameh,آيين نامه اجرايي جزﺀ  2  بند  ب  تبصره  29  قانون بودجه سال 1379 كل كشور,1379/07/13,2000,هیات وزیران,6073,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_جزﺀ__2__بند__ب__تبصره__29__قانون_بودجه_سال_1379_كل_كشور_285988558205271519.txt,law
23,تعرفه|حقوق گمرکی|صادرات|واردات,3b5772ac4b6c,Aeen-Nameh,تصويب نامه درخصوص تعيين مجموع حقوق گمركي ... نامه اجرايي قانون مقررات صادرات و واردات,1394/04/24,2015,هیات وزیران,4913,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تصويب_نامه_درخصوص_تعيين_مجموع_حقوق_گمركي_..._نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_16529170100189702763.txt,decree
23,ارز|اعتبار,ae284bc426c6,Aeen-Nameh,آيين نامه وصول مطالبات سررسيد گذشته، معوق و مشكوك الوصول موسسات اعتباري  ريالي و ارزي,1388/07/01,2009,هیات وزیران,20318,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_وصول_مطالبات_سررسيد_گذشته،_معوق_و_مشكوك_الوصول_موسسات_اعتباري__ريالي_و_ارزي__11052571780038283221.txt,other
23,یارانه,035186b6fb06,Aeen-Nameh,آيين نامه حمايت از تأمين مسكن گروههاي كم درآمد در شهرهاي كوچك,1385/04/18,2006,هیات وزیران,7547,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_حمايت_از_تأمين_مسكن_گروههاي_كم_درآمد_در_شهرهاي_كوچك_11461463984701960307.txt,other
