chart_id,title,category,primary_source,alt_sources,n_unit_variants_merged,underlying_codes,status
wdi__TM.VAL.MRCH.AL,Merchandise imports from economies in the Arab World (% of total merchandise imports),Trade (Imports),wdi,,1,TM.VAL.MRCH.AL.ZS,new
wdi__SP.POP,"Population, total",Demographics & Population,wdi,,3,SP.POP.DPND|SP.POP.TOTL|SP.POP.GROW,new
wdi__CM.MKT.LCAP,Market capitalization of listed domestic companies (current US$),Capital Markets,wdi,,1,CM.MKT.LCAP.CD,new
wdi__ST.INT.XPND.MP,"International tourism, expenditures (% of total imports)",Tourism & Trade Services,wdi,,1,ST.INT.XPND.MP.ZS,new
wdi__SE.ADT.LITR,"Literacy rate, adult total (% of people ages 15 and above)",Education,wdi,,1,SE.ADT.LITR.ZS,new
wdi__EN.URB.MCTY.TL,Population in urban agglomerations of more than 1 million (% of total population),Environment,wdi,,1,EN.URB.MCTY.TL.ZS,new
wdi__SL.UEM.INTM.MA,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",Labor & Employment,wdi,,1,SL.UEM.INTM.MA.ZS,new
wdi__ER.MRN.PTMR,Marine protected areas (% of territorial waters),Environment (Land & Resources),wdi,,1,ER.MRN.PTMR.ZS,new
wdi__SN.ITK.SVFI,Prevalence of severe food insecurity in the population (%),Nutrition,wdi,,1,SN.ITK.SVFI.ZS,new
wdi__SH.STA.SUIC.MA,"Suicide mortality rate, male (per 100,000 male population)",Health,wdi,,1,SH.STA.SUIC.MA.P5,new
wdi__EG.ELC.PETR,Electricity production from oil sources (% of total),Energy,wdi,,1,EG.ELC.PETR.ZS,new
wdi__SH.XPD.PVTD.PP,"Domestic private health expenditure per capita, PPP (current international $)",Health,wdi,,1,SH.XPD.PVTD.PP.CD,new
wdi__SE.PRE.TCAQ,Trained teachers in preprimary education (% of total teachers),Education,wdi,,1,SE.PRE.TCAQ.ZS,new
wdi__SL.TLF.INTM,Labor force with intermediate education (% of total working-age population with intermediate education),Labor & Employment,wdi,,1,SL.TLF.INTM.ZS,new
wdi__SL.EMP.TOTL.SP.MA,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",Labor & Employment,wdi,,1,SL.EMP.TOTL.SP.MA.ZS,new
wdi__PA.NUS,DEC alternative conversion factor (LCU per US$),Purchasing Power Parity,wdi,,3,PA.NUS.FCRF|PA.NUS.ATLS|PA.NUS.PPP,new
wdi__NY.GNP.MKTP.KD,GNI growth (annual %),Macro / National Accounts,wdi,,1,NY.GNP.MKTP.KD.ZG,new
wdi__SE.PRM.CMPT.FE,"Primary completion rate, female (% of relevant age group)",Education,wdi,,1,SE.PRM.CMPT.FE.ZS,new
wdi__SH.STA,Diarrhea treatment (% of children under 5 who received ORS packet),Health,wdi,,2,SH.STA.MMRT|SH.STA.ORTH,new
wdi__EN.POP.EL5M.RU,Rural population living in areas where elevation is below 5 meters (% of total population),Environment,wdi,,1,EN.POP.EL5M.RU.ZS,new
wdi__SH.STA.SUIC,"Suicide mortality rate (per 100,000 population)",Health,wdi,,1,SH.STA.SUIC.P5,new
wdi__SE.PRM.PRSL.FE,"Persistence to last grade of primary, female (% of cohort)",Education,wdi,,1,SE.PRM.PRSL.FE.ZS,new
wdi__DC.DAC.CZEL,"Net bilateral aid flows from DAC donors, Czechia (current US$)",Aid & Development Finance,wdi,,1,DC.DAC.CZEL.CD,new
wdi__SP.URB,Urban population,Demographics & Population,wdi,,2,SP.URB.TOTL|SP.URB.GROW,new
wdi__EG.IMP.CONS,"Energy imports, net (% of energy use)",Energy,wdi,,1,EG.IMP.CONS.ZS,new
wdi__NY.GDP.PCAP.KD,GDP per capita growth (annual %),Macro / National Accounts,wdi,,1,NY.GDP.PCAP.KD.ZG,new
wdi__SP.POP.3034.MA,"Population ages 30-34, male (% of male population)",Demographics & Population,wdi,,1,SP.POP.3034.MA.5Y,new
wdi__EN.ATM.PM25.MC.T1,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",Environment,wdi,,1,EN.ATM.PM25.MC.T1.ZS,new
wdi__EN.GHG.CO2.BU.MT.CE,Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),Environment,wdi,,1,EN.GHG.CO2.BU.MT.CE.AR5,new
wdi__GC.AST.TOTL,Net acquisition of financial assets (current LCU),Government Finance,wdi,,1,GC.AST.TOTL.CN,new
wdi__ST.INT.RCPT,"International tourism, receipts (current US$)",Tourism & Trade Services,wdi,,1,ST.INT.RCPT.CD,new
wdi__SE.PRM.NENR,"School enrollment, primary, male (% net)",Education,wdi,,2,SE.PRM.NENR.FE|SE.PRM.NENR.MA,new
wdi__EN.GHG.CH4.IP.MT.CE,Methane (CH4) emissions from Industrial Processes (Mt CO2e),Environment,wdi,,1,EN.GHG.CH4.IP.MT.CE.AR5,new
wdi__BM.GSR.NFSV,"Service imports (BoP, current US$)",Balance of Payments (Payments),wdi,,1,BM.GSR.NFSV.CD,new
wdi__TX.VAL.INSF.ZS,Insurance and financial services (% of commercial service exports),Trade (Exports),wdi,,1,TX.VAL.INSF.ZS.WT,new
wdi__AG.LND.EL5M.UR,Urban land area where elevation is below 5 meters (sq. km),Agriculture & Rural Development,wdi,,2,AG.LND.EL5M.UR.ZS|AG.LND.EL5M.UR.K2,new
wdi__SE.SEC.TCAQ.LO.MA,"Trained teachers in lower secondary education, male (% of male teachers)",Education,wdi,,1,SE.SEC.TCAQ.LO.MA.ZS,new
wdi__SL.UEM.TOTL.FE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Labor & Employment,wdi,,1,SL.UEM.TOTL.FE.ZS,new
wdi__SL.TLF.ACTI,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",Labor & Employment,wdi,,1,SL.TLF.ACTI.ZS,new
wdi__AG.LND.CROP,Permanent cropland (% of land area),Agriculture & Rural Development,wdi,,1,AG.LND.CROP.ZS,new
wdi__SP.POP.1519.FE,"Population ages 15-19, female (% of female population)",Demographics & Population,wdi,,1,SP.POP.1519.FE.5Y,new
wdi__GC.XPN.INTP,Interest payments (current LCU),Government Finance,wdi,,2,GC.XPN.INTP.CN|GC.XPN.INTP.ZS,new
wdi__IC.BUS.NDNS,"New business density (new registrations per 1,000 people ages 15-64)",Business & Investment Climate,wdi,,1,IC.BUS.NDNS.ZS,new
wdi__per_allsp.cov_pop_tot,Coverage of social protection and labor programs (% of population),Other (per),wdi,,1,per_allsp.cov_pop_tot,new
wdi__SP.POP.6569.FE,"Population ages 65-69, female (% of female population)",Demographics & Population,wdi,,1,SP.POP.6569.FE.5Y,new
wdi__DT.NFL.UNDP,"Net official flows from UN agencies, UNDP (current US$)",External Debt,wdi,,1,DT.NFL.UNDP.CD,new
wdi__NY.ADJ.DCO2.GN,Adjusted savings: carbon dioxide damage (% of GNI),Macro / National Accounts,wdi,,1,NY.ADJ.DCO2.GN.ZS,new
wdi__DT.NFL.SPRP,"Net official flows from UN agencies, SPRP (current US$)",External Debt,wdi,,1,DT.NFL.SPRP.CD,new
wdi__NV.AGR.TOTL.KD,"Agriculture, forestry, and fishing, value added (annual % growth)",Industry / Value Added by Sector,wdi,,1,NV.AGR.TOTL.KD.ZG,new
wdi__EN.GHG.CO2.MT.CE,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Environment,wdi,,1,EN.GHG.CO2.MT.CE.AR5,new
wdi__AG.LND.TOTL,Land area (sq. km),Agriculture & Rural Development,wdi,,1,AG.LND.TOTL.K2,new
wdi__SL.TLF.BASC,Labor force with basic education (% of total working-age population with basic education),Labor & Employment,wdi,,1,SL.TLF.BASC.ZS,new
wdi__NY.ADJ.DKAP.GN,Adjusted savings: consumption of fixed capital (% of GNI),Macro / National Accounts,wdi,,1,NY.ADJ.DKAP.GN.ZS,new
wdi__NY.ADJ.SVNG.GN,"Adjusted net savings, including particulate emission damage (% of GNI)",Macro / National Accounts,wdi,,1,NY.ADJ.SVNG.GN.ZS,new
wdi__EN.GHG.FGAS.IP.MT.CE,F-gases emissions from Industrial Processes (Mt CO2e),Environment,wdi,,1,EN.GHG.FGAS.IP.MT.CE.AR5,new
wdi__SH_UHC_SCI,UHC service coverage sub-index on infectious diseases,Health,wdi,,4,SH_UHC_SCI_ID|SH_UHC_SCI_RMNCH|SH_UHC_SCI_CAPACITY|SH_UHC_SCI_NCD,new
wdi__SP.ADO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",Demographics & Population,wdi,,1,SP.ADO.TFRT,new
wdi__NY.GNP.MKTP,GNI (current US$),Macro / National Accounts,wdi,,4,NY.GNP.MKTP.CD|NY.GNP.MKTP.CN|NY.GNP.MKTP.KD|NY.GNP.MKTP.KN,new
wdi__SE.SEC.CUAT.UP,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Education,wdi,,1,SE.SEC.CUAT.UP.ZS,new
wdi__SE.SEC.TCAQ,Trained teachers in secondary education (% of total teachers),Education,wdi,,1,SE.SEC.TCAQ.ZS,new
wdi__EG.CFT.ACCS.UR,"Access to clean fuels and technologies for cooking, urban (% of urban population)",Energy,wdi,,1,EG.CFT.ACCS.UR.ZS,new
wdi__SL.UEM.NEET.FE.ME,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",Labor & Employment,wdi,,1,SL.UEM.NEET.FE.ME.ZS,new
wdi__SP.POP.65UP.MA,"Population ages 65 and above, male",Demographics & Population,wdi,,2,SP.POP.65UP.MA.IN|SP.POP.65UP.MA.ZS,new
wdi__NV.MNF.TXTL.ZS,Textiles and clothing (% of value added in manufacturing),Industry / Value Added by Sector,wdi,,1,NV.MNF.TXTL.ZS.UN,new
wdi__SL.TLF.CACT.MA.NE,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",Labor & Employment,wdi,,1,SL.TLF.CACT.MA.NE.ZS,new
wdi__SH.TBS,"Incidence of tuberculosis (per 100,000 people)",Health,wdi,,1,SH.TBS.INCD,new
wdi__SH.MED.BEDS,"Hospital beds (per 1,000 people)",Health,wdi,,1,SH.MED.BEDS.ZS,new
wdi__IT.NET.USER,Individuals using the Internet (% of population),Infrastructure & Technology,wdi,,1,IT.NET.USER.ZS,new
wdi__GC.TAX.GSRV,Taxes on goods and services (current LCU),Government Finance,wdi,,1,GC.TAX.GSRV.CN,new
wdi__SH.XPD.OOPC.CH,Out-of-pocket expenditure (% of current health expenditure),Health,wdi,,1,SH.XPD.OOPC.CH.ZS,new
wdi__NY.GDP.DISC,Discrepancy in expenditure estimate of GDP (current LCU),Macro / National Accounts,wdi,,2,NY.GDP.DISC.CN|NY.GDP.DISC.KN,new
wdi__GOV_WGI_PV,Political Stability - Governance score (0-100),Governance (WGI),wdi,,2,GOV_WGI_PV_EST|GOV_WGI_PV_SC,new
wdi__EN.GHG.CO2.RT.GDP,Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),Environment,wdi,,1,EN.GHG.CO2.RT.GDP.KD,new
wdi__TX.VAL.TECH.MF,High-technology exports (% of manufactured exports),Trade (Exports),wdi,,1,TX.VAL.TECH.MF.ZS,new
wdi__SH.MED.SAOP,"Specialist surgical workforce (per 100,000 population)",Health,wdi,,1,SH.MED.SAOP.P5,new
wdi__SH.STA.AIRP,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",Health,wdi,,1,SH.STA.AIRP.P5,new
wdi__SH.STA.BFED,Exclusive breastfeeding (% of children under 6 months),Health,wdi,,1,SH.STA.BFED.ZS,new
wdi__DC.DAC.AUSL,"Net bilateral aid flows from DAC donors, Australia (current US$)",Aid & Development Finance,wdi,,1,DC.DAC.AUSL.CD,new
wdi__IS.SHP.GCNW,Liner shipping connectivity index (maximum value in 2004 = 100),Infrastructure (Transport),wdi,,1,IS.SHP.GCNW.XQ,new
wdi__DT.DOD.DSTC,Short-term debt (% of total external debt),External Debt,wdi,,2,DT.DOD.DSTC.ZS|DT.DOD.DSTC.CD,new
wdi__TM.VAL.MANF.ZS,Manufactures imports (% of merchandise imports),Trade (Imports),wdi,,1,TM.VAL.MANF.ZS.UN,new
wdi__NY.GSR.NFCY,Net primary income (Net income from abroad) (current LCU),Macro / National Accounts,wdi,,2,NY.GSR.NFCY.CN|NY.GSR.NFCY.CD,new
wdi__DT.TDS.MLAT,"Multilateral debt service (TDS, current US$)",External Debt,wdi,,1,DT.TDS.MLAT.CD,new
wdi__NY.GNP.MKTP.PP,"GNI, PPP (current international $)",Macro / National Accounts,wdi,,2,NY.GNP.MKTP.PP.CD|NY.GNP.MKTP.PP.KD,new
wdi__SE.PRE.ENRL.TC,"Pupil-teacher ratio, preprimary",Education,wdi,,1,SE.PRE.ENRL.TC.ZS,new
wdi__SL.IND.EMPL,Employment in industry (% of total employment) (modeled ILO estimate),Labor & Employment,wdi,,1,SL.IND.EMPL.ZS,new
wdi__SH.TBS.DTEC,"Tuberculosis case detection rate (%, all forms)",Health,wdi,,1,SH.TBS.DTEC.ZS,new
wdi__FP.WPI,Wholesale price index (2010 = 100),Prices & Inflation,wdi,,1,FP.WPI.TOTL,new
wdi__SH.STA.SUIC.FE,"Suicide mortality rate, female (per 100,000 female population)",Health,wdi,,1,SH.STA.SUIC.FE.P5,new
wdi__LP.EXP.DURS,"Lead time to export, median case (days)",Logistics Performance,wdi,,1,LP.EXP.DURS.MD,new
wdi__FB.CBK.BRCH,"Commercial bank branches (per 100,000 adults)",Financial Sector (Banking Access),wdi,,1,FB.CBK.BRCH.P5,new
wdi__SP.POP.TOTL.MA,"Population, male",Demographics & Population,wdi,,2,SP.POP.TOTL.MA.IN|SP.POP.TOTL.MA.ZS,new
wdi__EG.USE.COMM.GD.PP,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",Energy,wdi,,1,EG.USE.COMM.GD.PP.KD,new
wdi__FX.OWN.TOTL.60,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",Exchange Rates,wdi,,1,FX.OWN.TOTL.60.ZS,new
wdi__SE.SEC.UNER.LO.MA,"Adolescents out of school, male (% of male lower secondary school age)",Education,wdi,,1,SE.SEC.UNER.LO.MA.ZS,new
wdi__FM.AST.PRVT.ZG,Claims on private sector (annual growth as % of broad money),Financial Sector (Monetary),wdi,,1,FM.AST.PRVT.ZG.M3,new
wdi__NY.GDP.DEFL.ZS,GDP deflator: linked series (base year varies by country),Macro / National Accounts,wdi,,1,NY.GDP.DEFL.ZS.AD,new
wdi__EG.ELC.COAL,Electricity production from coal sources (% of total),Energy,wdi,,1,EG.ELC.COAL.ZS,new
wdi__SP.POP.65UP.TO,Population ages 65 and above (% of total population),Demographics & Population,wdi,,1,SP.POP.65UP.TO.ZS,new
wdi__SE.SEC.CUAT.LO,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",Education,wdi,,1,SE.SEC.CUAT.LO.ZS,new
wdi__SH.DTH.COMM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Health,wdi,,1,SH.DTH.COMM.ZS,new
wdi__SH.STA.BRTC,Births attended by skilled health staff (% of total),Health,wdi,,1,SH.STA.BRTC.ZS,new
wdi__VC.IHR.PSRC,"Intentional homicides (per 100,000 people)",Conflict & Violence,wdi,,1,VC.IHR.PSRC.P5,new
wdi__SP.POP.0509.MA,"Population ages 05-09, male (% of male population)",Demographics & Population,wdi,,1,SP.POP.0509.MA.5Y,new
wdi__SE.SEC.ENRL.LO.TC,"Pupil-teacher ratio, lower secondary",Education,wdi,,1,SE.SEC.ENRL.LO.TC.ZS,new
wdi__TX.VAL.ICTG.ZS,ICT goods exports (% of total goods exports),Trade (Exports),wdi,,1,TX.VAL.ICTG.ZS.UN,new
wdi__SE.TER.CUAT.DO,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Education,wdi,,1,SE.TER.CUAT.DO.ZS,new
wdi__LP.IMP.DURS,"Lead time to import, median case (days)",Logistics Performance,wdi,,1,LP.IMP.DURS.MD,new
wdi__SP.POP.5054.FE,"Population ages 50-54, female (% of female population)",Demographics & Population,wdi,,1,SP.POP.5054.FE.5Y,new
wdi__DT.DOD.DPPG,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",External Debt,wdi,,1,DT.DOD.DPPG.CD,new
wdi__DT.NFL.UNTA,"Net official flows from UN agencies, UNTA (current US$)",External Debt,wdi,,1,DT.NFL.UNTA.CD,new
wdi__SE.SEC.TCAQ.UP,Trained teachers in upper secondary education (% of total teachers),Education,wdi,,1,SE.SEC.TCAQ.UP.ZS,new
wdi__DT.ODA.ALLD,Net official development assistance and official aid received (current US$),External Debt,wdi,,2,DT.ODA.ALLD.CD|DT.ODA.ALLD.KD,new
wdi__SL.SRV.EMPL,Employment in services (% of total employment) (modeled ILO estimate),Labor & Employment,wdi,,1,SL.SRV.EMPL.ZS,new
wdi__EN.FSH.THRD,"Fish species, threatened",Environment,wdi,,1,EN.FSH.THRD.NO,new
wdi__SE.PRM.REPT.FE,"Repeaters, primary, female (% of female enrollment)",Education,wdi,,1,SE.PRM.REPT.FE.ZS,new
wdi__DC.DAC.LUXL,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",Aid & Development Finance,wdi,,1,DC.DAC.LUXL.CD,new
wdi__NY.ADJ.ICTR.GN,Adjusted savings: gross savings (% of GNI),Macro / National Accounts,wdi,,1,NY.ADJ.ICTR.GN.ZS,new
wdi__EG.EGY.PRIM.PP,Energy intensity level of primary energy (MJ/$2021 PPP GDP),Energy,wdi,,1,EG.EGY.PRIM.PP.KD,new
wdi__SE.XPD.TOTL.GD,"Government expenditure on education, total (% of GDP)",Education,wdi,,1,SE.XPD.TOTL.GD.ZS,new
wdi__DT.NFL.BLAT,"Net financial flows, bilateral (NFL, current US$)",External Debt,wdi,,1,DT.NFL.BLAT.CD,new
wdi__EG.GDP.PUSE.KO,GDP per unit of energy use (PPP $ per kg of oil equivalent),Energy,wdi,,1,EG.GDP.PUSE.KO.PP,new
wdi__NE.GDI.FTOT.KD,Gross fixed capital formation (annual % growth),Macro / Expenditure & Trade Aggregates,wdi,,1,NE.GDI.FTOT.KD.ZG,new
wdi__SP.DYN.IMRT.MA,"Mortality rate, infant, male (per 1,000 live births)",Demographics & Population,wdi,,1,SP.DYN.IMRT.MA.IN,new
wdi__SH.STA.AIRP.FE,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",Health,wdi,,1,SH.STA.AIRP.FE.P5,new
wdi__NV.IND.MANF.KD,"Manufacturing, value added (annual % growth)",Industry / Value Added by Sector,wdi,,1,NV.IND.MANF.KD.ZG,new
wdi__per_allsp.adq_pop_tot,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),Other (per),wdi,,1,per_allsp.adq_pop_tot,new
wdi__SP.POP.7074.FE,"Population ages 70-74, female (% of female population)",Demographics & Population,wdi,,1,SP.POP.7074.FE.5Y,new
wdi__FI.RES.TOTL.DT,Total reserves (% of total external debt),Financial Sector (Interest Rates),wdi,,1,FI.RES.TOTL.DT.ZS,new
wdi__SL.UEM.ADVN.MA,"Unemployment with advanced education, male (% of male labor force with advanced education)",Labor & Employment,wdi,,1,SL.UEM.ADVN.MA.ZS,new
wdi__EN.GHG.CO2.ZG,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),Environment,wdi,,1,EN.GHG.CO2.ZG.AR5,new
wdi__SE.PRE,"Preprimary education, duration (years)",Education,wdi,,2,SE.PRE.ENRR|SE.PRE.DURS,new
wdi__SP.POP.2529.FE,"Population ages 25-29, female (% of female population)",Demographics & Population,wdi,,1,SP.POP.2529.FE.5Y,new
wdi__EN.GHG.TOT.ZG,Total greenhouse gas emissions excluding LULUCF (% change from 1990),Environment,wdi,,1,EN.GHG.TOT.ZG.AR5,new
wdi__BG.GSR.NFSV.GD,Trade in services (% of GDP),Balance of Payments (misc),wdi,,1,BG.GSR.NFSV.GD.ZS,new
wdi__SE.LPV,Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),Education,wdi,,1,SE.LPV.PRIM,new
wdi__GC.TAX.OTHR.RV,Other taxes (% of revenue),Government Finance,wdi,,1,GC.TAX.OTHR.RV.ZS,new
wdi__TX.VAL.MRCH.OR,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),Trade (Exports),wdi,,1,TX.VAL.MRCH.OR.ZS,new
wdi__SL.TLF.BASC.MA,"Labor force with basic education, male (% of male working-age population with basic education)",Labor & Employment,wdi,,1,SL.TLF.BASC.MA.ZS,new
wdi__LP.LPI.TRAC,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),Logistics Performance,wdi,,1,LP.LPI.TRAC.XQ,new
wdi__SH.XPD.GHED.GE,Domestic general government health expenditure (% of general government expenditure),Health,wdi,,1,SH.XPD.GHED.GE.ZS,new
wdi__NE.GDI.TOTL.KD,Gross capital formation (annual % growth),Macro / Expenditure & Trade Aggregates,wdi,,1,NE.GDI.TOTL.KD.ZG,new
wdi__VC.BTL,Battle-related deaths (number of people),Conflict & Violence,wdi,,1,VC.BTL.DETH,new
wdi__EN.GHG.N2O.IC.MT.CE,Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),Environment,wdi,,1,EN.GHG.N2O.IC.MT.CE.AR5,new
wdi__GC.TAX.GSRV.RV,Taxes on goods and services (% of revenue),Government Finance,wdi,,1,GC.TAX.GSRV.RV.ZS,new
wdi__FM.AST.CGOV.ZG,Claims on central government (annual growth as % of broad money),Financial Sector (Monetary),wdi,,1,FM.AST.CGOV.ZG.M3,new
wdi__AG.LND.EL5M,Land area where elevation is below 5 meters (% of total land area),Agriculture & Rural Development,wdi,,1,AG.LND.EL5M.ZS,new
wdi__SP.POP.7074.MA,"Population ages 70-74, male (% of male population)",Demographics & Population,wdi,,1,SP.POP.7074.MA.5Y,new
wdi__EG.ELC.LOSS,Electric power transmission and distribution losses (% of output),Energy,wdi,,1,EG.ELC.LOSS.ZS,new
wdi__SH.STA.STNT,"Prevalence of stunting, height for age (% of children under 5)",Health,wdi,,1,SH.STA.STNT.ZS,new
wdi__TX.VAL.MRCH.R1,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),Trade (Exports),wdi,,1,TX.VAL.MRCH.R1.ZS,new
wdi__BN.FIN.TOTL,"Net financial account (BoP, current US$)",Balance of Payments (Net),wdi,,1,BN.FIN.TOTL.CD,new
wdi__SH.STA.ODFC.RU,"People practicing open defecation, rural (% of rural population)",Health,wdi,,1,SH.STA.ODFC.RU.ZS,new
wdi__SE.PRM.CUAT.FE,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",Education,wdi,,1,SE.PRM.CUAT.FE.ZS,new
wdi__SP.POP.4549.FE,"Population ages 45-49, female (% of female population)",Demographics & Population,wdi,,1,SP.POP.4549.FE.5Y,new
wdi__NV.IND.TOTL,"Industry (including construction), value added (% of GDP)",Industry / Value Added by Sector,wdi,,5,NV.IND.TOTL.KD|NV.IND.TOTL.KN|NV.IND.TOTL.ZS|NV.IND.TOTL.CN|NV.IND.TOTL.CD,new
wdi__IE.PPI.ENGY,Investment in energy with private participation (current US$),Infrastructure (Energy),wdi,,1,IE.PPI.ENGY.CD,new
wdi__DT.DOD.MIBR,"PPG, IBRD (DOD, current US$)",External Debt,wdi,,1,DT.DOD.MIBR.CD,new
wdi__FM.LBL.BMNY.GD,Broad money (% of GDP),Financial Sector (Monetary),wdi,,1,FM.LBL.BMNY.GD.ZS,new
wdi__GC.XPN.COMP,Compensation of employees (current LCU),Government Finance,wdi,,2,GC.XPN.COMP.ZS|GC.XPN.COMP.CN,new
wdi__TX.QTY.MRCH.XD,Export volume index (2015 = 100),Trade (Exports),wdi,,1,TX.QTY.MRCH.XD.WD,new
wdi__SE.SEC.TCHR,"Secondary education, teachers, female",Education,wdi,,1,SE.SEC.TCHR.FE,new
wdi__TM.VAL.TRAN.ZS,Transport services (% of commercial service imports),Trade (Imports),wdi,,1,TM.VAL.TRAN.ZS.WT,new
