chart_id,title,title_fa,category,category_fa,primary_source,alt_sources,n_unit_variants_merged,underlying_codes,status,extends_chart_id,merged_into,time_range,notes,citations_json
wdi__GC.XPN.TOTL,Expense,هزینه (ریال جاری),Government Finance,مالیه دولت,wdi,"pahlavi-era-primary-extraction (FY1958/59 (single year)) | pahlavi-era-primary-extraction (FY1955/56-1959/60) | pahlavi-era-primary-extraction (FY1962/63-1971/72 (incl. estimate/draft columns)) | majlis-historical-budget-laws (FY1341-1370 (1963-1992 Western fiscal-year-end; 16 discontinuous fiscal years, 21 with any figure)) | majlis-historical-budget-laws (FY1301 (1922/23)) | iran-plan-budget-org (FY1371-1401 (1992-2023 Western fiscal-year-end; 30 of 31 possible fiscal years, FY1395 confirmed missing)) | cia-iran-economy (1965/66-1971/72 (draft budget)) | imf-article-iv-iran-staff-reports (2013/14-2022/23 (incl. Fund staff projections from 2018/19 or 2020/21 onward -- see date_label '(proj.)'/'(est.)' suffix))",1,GC.XPN.TOTL.CN,new,,,,"Same pre-1972 WDI-gap logic as actual_budget_revenues_1958_59. Ministry-level granularity (Ministry of War, Education, Finance, Health, etc.) -- WDI's GC.XPN.TOTL is a single national aggregate with no ministry breakdown at any year, so this is also strictly more granular than the chart it extends, not just an earlier point on the same line. || Pre-1972 WDI-gap extension for government expenditure, same as the other Pahlavi expenditure tables. Distinctive extra angle no WDI chart carries at any year: BUDGETED figure side-by-side with ACTUAL figure by ministry, i.e. budget-execution variance -- a structurally different question ('did they spend what they planned') from a simple expenditure-level time series. Flagging this bonus dimension rather than treating the file as pure duplicate-of-level-series. || Fills the pre-1972 gap in WDI's Iran GC.XPN.TOTL coverage, ending exactly at WDI's own start year. CURRENT/ordinary-budget expenditure only (Defense & Security, General Services, Social & Economic Services, Interest Payments) -- narrower scope than pahlavi__central_govt_operations_summary_1962_73's Current+Capital split for the same overlapping years (1962-1972); the two are not directly comparable without accounting for that scope difference, per README. || Jointly extends wdi__GC.XPN.TOTL (expenditure_rials column, primary) and wdi__GC.REV.XGRT (revenue_rials column, co-extended -- both figures appear together in every row since Iran budget law traditionally sets revenue=expenditure by design pre-FY1355, see README). IMPORTANT CONCEPT CAVEAT: this is ENACTED-LAW (ex-ante) figures from the Majlis's own gazetted text, NOT audited outturns -- WDI's GC.* series and this project's own pahlavi_government_finance_series/ (World-Bank-sourced, 1962/63-1971/72) are outturn/actuals-based. The 1963-1972 span in this file OVERLAPS pahlavi_government_finance_series's government_revenue_summary_1962_72.csv and ordinary_budget_expenditure_1962_72.csv, but per majlis_budget_law_series/README.md ('this folder does not yet reconcile against pahlavi_government_finance_series'), NO cross-check between law-vs-actual figures has been performed -- flagging as an open reconciliation item, not resolved here. Also carries FY1358's law-vs-component-sum gap (22.86bn rial), FY1368/FY1370's component-sum-exceeds-total gaps (451bn / 1.24tn rial), and FY1344's deficit-consistency mismatch -- all preserved exactly as printed per README, never resolved to one number. || Earliest government-expenditure data point in this database's government-finance collection (1922/23, 50 years before WDI's Iran GC.* coverage begins) -- but flagged as NOT directly comparable in magnitude to any later Rial-denominated series: FY1301 figures are in TOMANS (Iran's currency until the 1932 conversion, 1 toman = 10 rials), transcribed in original denomination with no retroactive conversion applied. Also carries the README's documented raw-filename mislabeling: the 'foreign-ministry' and 'public-works-ministry' raw HTML filenames are SWAPPED relative to actual body-text content -- this processed CSV uses the CORRECT ministry attribution, raw files left untouched per bookkeeping policy. || Direct year-continuation of majlis__national_budget_totals_by_fiscal_year (which itself extends wdi__GC.XPN.TOTL/GC.REV.XGRT through FY1370) -- this chart picks up at exactly FY1371, one fiscal year after the Majlis series ends, from a separately-sourced raw folder (Iran Data Portal, not lamtakam.com). Same IMPORTANT CONCEPT CAVEAT applies: these are ENACTED-LAW (ex-ante) figures from the law's own single-article clause, NOT audited outturns -- WDI's GC.* series is outturn/actuals-based, so years where both exist should be read as two different vintages of the same fiscal year, not cross-validated or merged here. Jointly extends wdi__GC.XPN.TOTL (expenditure_rials, primary) and wdi__GC.REV.XGRT (revenue_rials, co-extended -- revenue=expenditure in every row, the law sets a balanced budget by design). Also carries internal Part A (general govt)/Part A1 (general revenue)/Part A2 (earmarked revenue)/Part B (state companies+banks) breakdown not present in WDI's single aggregate. STRUCTURAL FINDING: in every year both Part A and Part B were captured (~20 years), A+B numerically EXCEEDS the printed Grand Total -- confirmed as a persistent, unexplained feature of Iranian budget-law drafting (first flagged for FY1368/1370 in the Majlis series), not a transcription error; kept as printed throughout, never reconciled. Two fiscal years (FY1397, FY1398) carry TWO distinct figures each (bill-stage vs. final-enacted-law), both kept as separate rows in the underlying CSV, neither treated as authoritative. FY1395 is a confirmed missing source (no PDF exists in the raw folder for that year), not a legibility failure. Full caveats: data/processed/iran_plan_budget_org_series/README.md. || WDI's Iran GC.* coverage only starts 1972, so this predates it for all but the final year (confirmed against macro_wdi.csv). Covers Figure 28 (revenue by oil/nonoil/tax type, expenditure, deficit financing), Figure 29 (expenditure by function incl. defense -- finer than WDI's single aggregate, same precedent as the pahlavi ministry-level extends rows), and Figure 30 (Third vs. Fourth Development Plan investment by sector, which also predates and could alternately extend iranplanbudgetorg__five_year_plan_investment_ceilings [FY1368-1378/1990-2000] -- kept bundled here rather than split into a separate row since Figure 30 has no isolable category tag of its own). || HIGH-CONFIDENCE extends call: WDI's Iran GC.* government-finance series stops at 2009 (confirmed against macro_wdi.csv -- max year across all GC.* codes for IRN is 2009), so this table sits entirely in a confirmed, genuine post-2009 coverage gap. Also touches wdi__GC.REV.XGRT (revenue, incl. nontax/oil/tax sub-line-items) and wdi__GC.NLD.TOTL (net lending/borrowing) concepts. Line-item granularity (e.g. 'Revenue -- Nontax revenue -- Oil revenue') exceeds WDI's own aggregate on top of the pure time-gap.","[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/GC.XPN.TOTL.CN"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__IT.CEL,Mobile cellular subscriptions,اشتراک‌های تلفن همراه,Infrastructure & Technology,زیرساخت و فناوری,wdi,,1,IT.CEL.SETS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/IT.CEL.SETS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__DC.DAC.SWEL,"Net bilateral aid flows from DAC donors, Sweden (current US$)",جریان‌های کمک دوجانبه خالص از اعضای کمیته کمک توسعه (DAC)، سوئد (دلار جاری آمریکا),Aid & Development Finance,کمک‌های خارجی و تأمین مالی توسعه,wdi,,1,DC.DAC.SWEL.CD,merged,,wdi__DC.DAC.TOTL,,"2026-07-14 quality audit: folded into wdi__DC.DAC.TOTL (Single-donor fragment (Sweden) of the DAC bilateral-aid-flows breakdown; a ""Total"" chart already exists in the registry (wdi__DC.DAC.TOTL) as the natural parent); data preserved on disk","[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/DC.DAC.SWEL.CD"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__per_sa_allsa.cov_q1_tot,Coverage of social safety net programs in poorest quintile (% of population),پوشش برنامه‌های شبکه ایمنی اجتماعی در پنجک فقیرترین جمعیت (درصد از جمعیت),Social Protection,حمایت اجتماعی,wdi,,1,per_sa_allsa.cov_q1_tot,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/per_sa_allsa.cov_q1_tot"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SH.STA.BASS.UR,"People using at least basic sanitation services, urban (% of urban population)",افراد استفاده‌کننده از حداقل خدمات پایه بهداشتی (فاضلاب)، شهری (درصد از جمعیت شهری),Health,سلامت,wdi,,1,SH.STA.BASS.UR.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SH.STA.BASS.UR.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SL.TLF.TOTL,"Labor force, total",نیروی کار، کل,Labor & Employment,نیروی کار و اشتغال,wdi,"cia-iran-economy (as of survey (Figure 34; pre-1966 portion predates WDI's SL.TLF Iran coverage, which starts 1966))",1,SL.TLF.TOTL.IN,new,,,,"Figure 34's sector-by-sector labor-force breakdown is finer than WDI's single aggregate SL.TLF.TOTL figure, and any pre-1966 portion is a genuine WDI coverage gap (confirmed against macro_wdi.csv).","[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SL.TLF.TOTL.IN"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__NV.IND.EMPL,"Industry (including construction), value added per worker",ارزش افزوده صنعت (شامل ساخت‌وساز) به ازای هر شاغل (دلار ثابت آمریکا، پایه 2015),Industry / Value Added by Sector,صنعت / ارزش افزوده بخشی,wdi,,1,NV.IND.EMPL.KD,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/NV.IND.EMPL.KD"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__GD_WBL_OVL,WBL: Legal Framework Index,شاخص چارچوب حقوقی زنان، تجارت و قانون (WBL) (مقیاس 0 تا 100),Gender / Legal Rights,جنسیت / حقوق قانونی,wdi,,3,GD_WBL_OVL_SFR|GD_WBL_OVL_LAW|GD_WBL_OVL_ENF,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/GD_WBL_OVL_SFR"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__EN.GHG.CO2.LU.OL.MT.CE,Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),شار خالص دی‌اکسید کربن (CO2) از سایر اراضی LULUCF (مگاتن معادل CO2),Environment,محیط‌زیست,wdi,,1,EN.GHG.CO2.LU.OL.MT.CE.AR5,merged,,,,2026-07-14 data-quality cull: hidden (not a measure-over-time / empty Iran series); data preserved on disk,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/EN.GHG.CO2.LU.OL.MT.CE.AR5"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SL.TLF.CACT.MA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",نرخ مشارکت نیروی کار، مردان (درصد از جمعیت مردان 15 سال به بالا) (برآورد مدل‌سازی‌شده سازمان بین‌المللی کار),Labor & Employment,نیروی کار و اشتغال,wdi,,1,SL.TLF.CACT.MA.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SL.TLF.CACT.MA.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__NY.GNS.ICTR,Gross savings (% of GDP),پس‌انداز ناخالص (درصد از تولید ناخالص داخلی),Macro / National Accounts,کلان / حساب‌های ملی,wdi,,3,NY.GNS.ICTR.CD|NY.GNS.ICTR.ZS|NY.GNS.ICTR.CN,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/NY.GNS.ICTR.CD"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__DC.DAC.ESTL,"Net bilateral aid flows from DAC donors, Estonia (current US$)",جریان‌های کمک دوجانبه خالص از اعضای کمیته کمک توسعه (DAC)، استونی (دلار جاری آمریکا),Aid & Development Finance,کمک‌های خارجی و تأمین مالی توسعه,wdi,,1,DC.DAC.ESTL.CD,merged,,wdi__DC.DAC.TOTL,,"2026-07-14 quality audit: folded into wdi__DC.DAC.TOTL (Single-donor fragment (Estonia) of the DAC bilateral-aid-flows breakdown; a ""Total"" chart already exists in the registry (wdi__DC.DAC.TOTL) as the natural paren); data preserved on disk","[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/DC.DAC.ESTL.CD"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SP.POP.SCIE.RD,Researchers in R&D,پژوهشگران در تحقیق و توسعه (به ازای هر یک میلیون نفر),Demographics & Population,جمعیت‌شناسی و جمعیت,wdi,,1,SP.POP.SCIE.RD.P6,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SP.POP.SCIE.RD.P6"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__MS.MIL.XPRT,Arms exports (SIPRI trend indicator values),صادرات تسلیحات (شاخص روند SIPRI),Military Expenditure,هزینه‌های نظامی,wdi,,1,MS.MIL.XPRT.KD,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/MS.MIL.XPRT.KD"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SE.SEC.CMPT.LO.FE,"Lower secondary completion rate, female (% of relevant age group)",نرخ تکمیل دوره متوسطه اول، زنان (درصد از گروه سنی مربوطه),Education,آموزش,wdi,,1,SE.SEC.CMPT.LO.FE.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SE.SEC.CMPT.LO.FE.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__ER.H2O.FWST,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,سطح تنش آبی: برداشت آب شیرین به عنوان نسبتی از منابع آب شیرین در دسترس,Environment (Land & Resources),محیط‌زیست (زمین و منابع),wdi,,1,ER.H2O.FWST.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/ER.H2O.FWST.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__NV.AGR.EMPL,"Agriculture, forestry, and fishing, value added per worker",ارزش افزوده کشاورزی، جنگل‌داری و ماهیگیری به ازای هر شاغل (دلار ثابت آمریکا، پایه 2015),Industry / Value Added by Sector,صنعت / ارزش افزوده بخشی,wdi,,1,NV.AGR.EMPL.KD,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/NV.AGR.EMPL.KD"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__NE.CON.PCAP.PP,"Households and NPISHs Final consumption expenditure per capita, PPP",سرانه مخارج نهایی مصرف خانوارها و نهادهای غیرانتفاعی خدمت‌رسان به خانوارها، برابری قدرت خرید (دلار بین‌المللی جاری),Macro / Expenditure & Trade Aggregates,کلان / تجمیع‌های هزینه و تجارت,wdi,,2,NE.CON.PCAP.PP.KD|NE.CON.PCAP.PP.CD,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/NE.CON.PCAP.PP.KD"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__IS.AIR,"Air transport, passengers carried",حمل‌ونقل هوایی، مسافران جابه‌جاشده,Infrastructure (Transport),زیرساخت (حمل‌ونقل),wdi,"iran-aviation-history:encyclopedia-com-iranair-company-history (1950-2003 (sparse, roughly decadal snapshots))",2,IS.AIR.PSGR|IS.AIR.DPRT,new,,,,"WDI's IS.AIR.PSGR (air transport passengers) only starts in 1970 (715,600, Iran-wide) -- this file fills the pre-1970 gap back to 1950 (Iran Air passengers ~142,000 in 1961) plus employee/revenue figures WDI never tracks. 1972 Iran Air figure (~800,000) roughly cross-checks against WDI's 1972 Iran-wide figure (894,800) since Iran Air was the dominant carrier. Tertiary business-reference source (Encyclopedia.com company history), flagged order-of-magnitude reliable per bookkeeping.md, not an exact primary annual report.","[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/IS.AIR.PSGR"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__BX.GSR.TOTL,"Exports of goods, services and primary income",صادرات کالا، خدمات و درآمد اولیه (موازنه پرداخت‌ها، دلار جاری آمریکا),Balance of Payments (Receipts),تراز پرداخت‌ها (دریافت‌ها),wdi,,1,BX.GSR.TOTL.CD,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/BX.GSR.TOTL.CD"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SI.SPR,Prosperity gap (average shortfall from a prosperity standard of $28/day),شکاف رفاه (میانگین فاصله از استاندارد رفاه 28 دلار در روز),Poverty & Inequality,فقر و نابرابری,wdi,,3,SI.SPR.PGAP|SI.SPR.PC40|SI.SPR.PCAP,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SI.SPR.PGAP"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SE.PRM.PRS5.MA,"Persistence to grade 5, male (% of cohort)",تداوم تحصیل تا پایه پنجم، مردان (درصد از کوهورت),Education,آموزش,wdi,,1,SE.PRM.PRS5.MA.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SE.PRM.PRS5.MA.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__EG.ELC.RNWX,"Electricity production from renewable sources, excluding hydroelectric",تولید برق از منابع تجدیدپذیر، به استثنای برق‌آبی (کیلووات‌ساعت),Energy,انرژی,wdi,,2,EG.ELC.RNWX.KH|EG.ELC.RNWX.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/EG.ELC.RNWX.KH"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__ER.FSH.CAPT,Capture fisheries production,تولید صید شیلاتی (تن متریک),Environment (Land & Resources),محیط‌زیست (زمین و منابع),wdi,,1,ER.FSH.CAPT.MT,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/ER.FSH.CAPT.MT"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__per_sa_allsa.ben_q1_tot,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),توزیع مزایای برنامه‌های شبکه ایمنی اجتماعی به پنجک فقیرترین جمعیت (درصد از کل مزایای شبکه ایمنی),Social Protection,حمایت اجتماعی,wdi,,1,per_sa_allsa.ben_q1_tot,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/per_sa_allsa.ben_q1_tot"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__FX.OWN.TOTL.YG,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",مالکیت حساب نزد یک نهاد مالی یا ارائه‌دهنده خدمات پول همراه، جوانان (درصد از جمعیت 15 تا 24 سال),Financial Sector (Banking Access),بخش مالی (دسترسی بانکی),wdi,,1,FX.OWN.TOTL.YG.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/FX.OWN.TOTL.YG.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__ER.FSH.PROD,Total fisheries production,کل تولید شیلات (تن متریک),Environment (Land & Resources),محیط‌زیست (زمین و منابع),wdi,,1,ER.FSH.PROD.MT,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/ER.FSH.PROD.MT"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
