law_id,importance,domains,why,year,title_fa,path
691a40cbb1ba,minor,taxation|budget_fiscal,"Adds a clause to the law on collection of certain state revenues, a narrower revenue-collection instrument.",2005,قانون الحاق يك ماده به قانون وصول برخي از درآمدهاي دولت و مصرف آن در موارد معين,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_الحاق_يك_ماده_به_قانون_وصول_برخي_از_درآمدهاي_دولت_و_مصرف_آن_در_موارد_معين_7839135210689781713.txt
89b088ec179b,moderate,customs_trade|prices,"Adds an amendment expanding customs duty exemption for vegetable oil, directly affecting import cost/price of a staple good.",1980,لايحه قانوني الحاق يك تبصره بعنوان تبصره 2 به لايحه قانوني معافيت حقوق گمركي روغن نباتي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_الحاق_يك_تبصره_بعنوان_تبصره_2_به_لايحه_قانوني_معافيت_حقوق_گمركي_روغن_نباتي_16528281618508078630.txt
febdbe1f8461,minor,customs_trade,"Rejects a bill to raise a customs tariff surcharge, a tariff-rate decision.",1965,رد لايحه مربوط به اضافه نمودن دو در هزار ماده 32 قانون اصلاح تعرفه گمركي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/رد_لايحه_مربوط_به_اضافه_نمودن_دو_در_هزار_ماده_32_قانون_اصلاح_تعرفه_گمركي_3968860138656921743.txt
ed2983dd3bdb,minor,housing|agriculture,"Sets rules governing purchase of land and structures, an instrument affecting land transactions/prices.",1973,قانون راجع بضوابط مربوط بخريد اراضي و مت ... خ تشكيل شركت در مالكيت سهامداران نميباشد,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_راجع_بضوابط_مربوط_بخريد_اراضي_و_مت_..._خ_تشكيل_شركت_در_مالكيت_سهامداران_نميباشد_13237701034691534152.txt
8abd2e4206a7,minor,oil_gas,"Authorizes a $4 million loan to the Iran-Italy oil venture (SIRIP), a direct financing instrument in the oil sector.",1965,قانون پرداخت چهار ميليون دلار وام بشركت  ... در شركت نفت ايران و ايتاليا  سريپ Sirip,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_پرداخت_چهار_ميليون_دلار_وام_بشركت__..._در_شركت_نفت_ايران_و_ايتاليا__سريپ_Sirip__12090754873949794994.txt
280c2942c2fb,minor,subsidies,Court ruling annuls implementing bylaw of Article 7 subsidy-targeting law,2017,رأي شماره 488 هيأت عمومي ديوان عدالت ادا ... جرايي ماده 7 قانون هدفمند كردن يارانه ها,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_488_هيأت_عمومي_ديوان_عدالت_ادا_..._جرايي_ماده_7_قانون_هدفمند_كردن_يارانه_ها_5121908846271745223.txt
b306df3a6494,minor,taxation,Court ruling annuls Tabriz municipal local-fee tariff provisions,2021,رأی شماره‌های ۱۵۶۳ و ۱۵۶۴ هیأت عمومی دیوان عدالت اداری با موضوع ابطال ۱ - تبصره ۳ ماده ۱۸ تعرفه عوارض محلی سال ۱۳۹۷ شورای اسلامی شهر تبریز. ۲ - ماده ۲۳ تعرفه عوارض محلی سال ۱۳۹۷ شورای اسلامی شهر تبریز. ۳ - بند ۲۴ - ۵ از ماده ۲۴ تعرفه عوارض محلی سال ۱۳۹۷ شورای اسلامی شهر تبریز. با اصلاحات و الحاقات ب,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/15218312480765491179_15218312480765491179.txt
9399dcbb06ac,minor,taxation,Court ruling annuls Yazd municipal local-fee tariff for 1398-99,2022,راي شماره 1245 هيات عمومي ديوان عدالت اد ... سال هاي 1398 و 1399 شوراي اسلامي شهر يزد,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/راي_شماره_1245_هيات_عمومي_ديوان_عدالت_اد_..._سال_هاي_1398_و_1399_شوراي_اسلامي_شهر_يزد_12603565170166000034.txt
1716a1991b91,minor,industry|mining,Court ruling annuls Ministry of Industry/Mine/Trade regulation for conflicting with law,2017,رأي شماره 345 هيأت عمومي ديوان عدالت ادا ... ت، معدن و تجارت به لحاظ مغايرت با قانون,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_345_هيأت_عمومي_ديوان_عدالت_ادا_..._ت،_معدن_و_تجارت_به_لحاظ_مغايرت_با_قانون__17750203890515789402.txt
2bddb5c66246,moderate,agriculture|welfare,Law establishes drought damage compensation and prevention mechanism,2000,قانون جبران خسارات و  پيشگيري عوارض ناشي از خشكسالي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_جبران_خسارات_و__پيشگيري_عوارض_ناشي_از_خشكسالي_15509022985826488707.txt
5b315faa1d6b,major,housing|prices,National rent control/adjustment law directly setting rent price ceilings,1974,قانون تعديل و تثبيت اجاره بها,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تعديل_و_تثبيت_اجاره_بها_1299788167292311651.txt
3a2f7fd09d9a,moderate,industry,Law protecting industry and preventing factory closures - an industrial policy instrument,1964,قانون حمايت صنعتي و جلوگيري از تعطيل كارخانه هاي كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_حمايت_صنعتي_و_جلوگيري_از_تعطيل_كارخانه_هاي_كشور_1725507127341698858.txt
75fa0729f73c,minor,agriculture|labor,Agricultural labor law affecting farm employment terms,1974,قانون كاركشاورزي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_كاركشاورزي_15468754567434067165.txt
76c89a8d5b1e,moderate,agriculture,Regulates mortgaging of land reform-allocated agricultural land/water rights,1980,لایحه قانونی نحوه وثیقه اراضی و باغات و حقابه هائیکه در اجرای قوانین اصلاحات ارضی بزارعین واگذار شده است با اصلاحات و الحاقات بعدی,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/14922841030031695022_14922841030031695022.txt
e6026c05ae89,moderate,customs_trade,Extends deadline for setting import tariffs/commercial profit rates on imported goods,1995,قانون تمديد مهلت اجراي قانون اجازه تعيين ... و سود بازرگاني كالاهاي وارداتي توسط دولت,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تمديد_مهلت_اجراي_قانون_اجازه_تعيين_..._و_سود_بازرگاني_كالاهاي_وارداتي_توسط_دولت_16300513452181860562.txt
a3acb21168b1,minor,banking_money,Continues fiscal year for nationalized banks/credit institutions,1980,لايحه قانوني راجع به ادامه سال مالي 57 كليه بانكها و مؤسسات اعتباري ملي شده تا 58 3 17,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_راجع_به_ادامه_سال_مالي_57_كليه_بانكها_و_مؤسسات_اعتباري_ملي_شده_تا_58_3_17_2131708869188573342.txt
79ff113bab69,major,mining,Law governing mine exploitation nationwide - core mining sector policy,1980,لايحه قانوني راجع به نحوه بهره برداري از معادن كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_راجع_به_نحوه_بهره_برداري_از_معادن_كشور_5134652939817098329.txt
9464a8a2ab7c,moderate,customs_trade,Authorizes changes to customs duty percentages under trade agreements,1996,قانون اجازه تغيير درصدهاي حقوق گمركي بر اساس برخي از موافقتنامه هاي مصوب مجلس شوراي اسلامي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_تغيير_درصدهاي_حقوق_گمركي_بر_اساس_برخي_از_موافقتنامه_هاي_مصوب_مجلس_شوراي_اسلامي_3675461636343101232.txt
ba308d58a6d4,major,oil_gas,Landmark oil industry nationalization decision,1951,تصميم قانوني دائر بملي شدن صنعت نفت درسر ... ون نفت جهت مطالعه در اطراف اجراي اين اصل,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/تصميم_قانوني_دائر_بملي_شدن_صنعت_نفت_درسر_..._ون_نفت_جهت_مطالعه_در_اطراف_اجراي_اين_اصل_10296215807073582340.txt
9d49a31e2b8e,moderate,banking_money,Authorizes capital injection to sustain nationalized banks/credit institutions,1980,لايحه قانوني اجازه تأمين سرمايه به منظور تداوم فعاليت بانكها و مؤسسات اعتباري ملي شده,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_اجازه_تأمين_سرمايه_به_منظور_تداوم_فعاليت_بانكها_و_مؤسسات_اعتباري_ملي_شده_3017058742514070679.txt
982f83755dba,moderate,customs_trade,Sets import customs duties under harmonized system - affects tariff revenue and import prices,1995,قانون تعيين حقوق گمركي كالاهاي وارداتي بر اساس سيستم هماهنگ شده توصيف و كدگذاري كالا,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تعيين_حقوق_گمركي_كالاهاي_وارداتي_بر_اساس_سيستم_هماهنگ_شده_توصيف_و_كدگذاري_كالا_3109979576450451410.txt
7938c1b8722a,minor,budget_fiscal,War-cost budget financing law for FY1360,1982,قانون ترميم اعتبار هزينه هاي ناشي از جنگ تحميلي و منابع تأمين اعتبار قانون بودجه سال 1360,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_ترميم_اعتبار_هزينه_هاي_ناشي_از_جنگ_تحميلي_و_منابع_تأمين_اعتبار_قانون_بودجه_سال_1360_6016514299910030967.txt
801d079ca2f3,moderate,customs_trade|agriculture,Customs duty exemption for agricultural machinery and parts - lowers input costs,1979,لايحه قانوني معافيت حقوق گمركي و سود باز ...  آلات و ادوات كشاورزي و لوازم يدكي مربوط,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_معافيت_حقوق_گمركي_و_سود_باز_...__آلات_و_ادوات_كشاورزي_و_لوازم_يدكي_مربوط_9220789595302097502.txt
31d0e56b6efa,major,budget_fiscal,National annual budget law for 1345,1966,قانون بودجه سال 1345 مجلس شوراي ملي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1345_مجلس_شوراي_ملي_7606241098469558718.txt
5db7951fec2e,major,budget_fiscal,Amends Third Development Plan and FY1379 budget law - major fiscal policy instrument,2000,قانون اصلاح قانون برنامه سوم توسعه اقتصا ... امي ايران و قانون بودجه سال 1379 كل كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_قانون_برنامه_سوم_توسعه_اقتصا_..._امي_ايران_و_قانون_بودجه_سال_1379_كل_كشور_12597292316503921860.txt
34e2637ccd6b,moderate,taxation|budget_fiscal,Law on collection of certain state revenues - a revenue/fee instrument,1993,قانون الحاق يك تبصره به ماده  3  و تغيير ... از درآمدهاي دولت و مصرف آن در موارد معين,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_الحاق_يك_تبصره_به_ماده__3__و_تغيير_..._از_درآمدهاي_دولت_و_مصرف_آن_در_موارد_معين_16754754481934108067.txt
